key,ion,wave_vac,Ei,Ek,Aki,fik,gigk,configuration,terms,Ji-Jk,type,wave_air,classification,gf,multiplet,line_ratio,multiplet_term,references,note
[FeII]-4246,[Fe II],4245.55,1.6952613,4.6155941,0.032,4.3e-11,4-2,3d7-3d6(1S2)4s,a4P-a2S,3/2-1/2,M1,4244.3552534884075,forbidden,1.72e-10,36,1.0,a4P-a2S,NIST,--
[FeII]-4246,[Fe II],4246.013,0.30129858,3.22131344,0.246,6.65e-10,8-8,3d7-3d6(3G)4s,a4F-a4G,7/2-7/2,E2,4244.817412065742,forbidden,5.32e-09,48,0.07187102985728634,a4F-a4G,NIST,--
[FeII]-4253,[Fe II],4252.643,0.35186476,3.26732671,0.013,5.9e-11,6-10,3d7-3d6(3H)4s,a4F-b2H,5/2-9/2,E2,4251.446390311092,forbidden,3.54e-10,51,0.13481869091226895,a4F-b2H,NIST,--
[FeII]-4268,[Fe II],4267.548,0.9863338,3.89161339,0.0236,4.83e-11,8-6,3d6(5D)4s-3d6(3D)4s,a4D-b4D,7/2-5/2,M1,4266.347074316726,forbidden,3.864e-10,16,0.9442382188795987,a4D-b4D,NIST,--
[FeII]-4270,[Fe II],4269.881,1.04046986,3.9441623,0.02,5.5e-11,6-6,3d6(5D)4s-3d7,a4D-b2F,5/2-5/2,M1,4268.679161322355,forbidden,3.3e-10,25,0.15617388011732447,a4D-b2F,NIST,--
[FeII]-4278,[Fe II],4278.04,0.30129858,3.19945278,0.826,2.83e-09,8-10,3d7-3d6(3G)4s,a4F-a4G,7/2-9/2,E2,4276.836486924374,forbidden,2.264e-08,48,0.3358971687625142,a4F-a4G,NIST,--
[FeII]-4289,[Fe II],4288.6,0.0,2.8910183,1.55,2.56e-09,10-6,3d6(5D)4s-3d54s2,a6D-a6S,9/2-5/2,E2,4287.393221250128,forbidden,2.56e-08,14,1.0,a6D-a6S,NIST,--
[FeII]-4307,[Fe II],4307.109,0.35186476,3.23045937,0.299,8.32e-10,6-6,3d7-3d6(3G)4s,a4F-a4G,5/2-5/2,E2,4305.897474540939,forbidden,4.992e-09,48,0.043824889471059184,a4F-a4G,NIST,--
OII-4318,O II,4318.353,22.9662478,25.8373471,36800000.0,0.206,2-4,2s22p2(3P)3s-2s22p2(3P)3p,4P-4P*,1/2-3/2,E1,4317.138817152193,permitted,0.412,0,1.0,4P,NIST,--
[FeII]-4321,[Fe II],4320.837,0.35186476,3.22131344,0.539,2.01e-09,6-8,3d7-3d6(3G)4s,a4F-a4G,5/2-7/2,E2,4319.622063769132,forbidden,1.206e-08,48,0.1441956322353334,a4F-a4G,NIST,--
[FeII]-4323,[Fe II],4323.138,1.07624119,3.9441623,0.0109,4.6e-11,4-6,3d6(5D)4s-3d7,a4D-b2F,3/2-5/2,M1,4321.922958337945,forbidden,1.84e-10,25,0.08292162074893696,a4D-b2F,NIST,--
[FeII]-4331,[Fe II],4330.646,1.04046986,3.90341906,0.0196,7.3e-11,6-8,3d6(5D)4s-3d6(3D)4s,a4D-b4D,5/2-7/2,M1,4329.428683180729,forbidden,4.38e-10,16,1.0,a4D-b4D,NIST,--
Hg,H I,4341.691,10.1988358,13.0545017,2530400.0,0.044694,8-50,2-5,,,E1,4340.470676926913,permitted,0.357552,0,1.0,2-5,NIST,--
[FeII]-4348,[Fe II],4348.081,0.30129858,3.15276806,0.246,1.05e-09,8-12,3d7-3d6(3G)4s,a4F-a4G,7/2-11/2,E2,4346.858795295306,forbidden,8.4e-09,48,0.2143735275462734,a4F-a4G,NIST,--
[FeII]-4353,[Fe II],4353.031,1.04046986,3.88869686,0.017,3.22e-11,6-4,3d6(5D)4s-3d6(3D)4s,a4D-b4D,5/2-3/2,M1,4351.807492442866,forbidden,1.932e-10,16,0.3116316900059115,a4D-b4D,NIST,--
[FeII]-4354,[Fe II],4354.008,0.35186476,3.19945278,0.358,1.7e-09,6-10,3d7-3d6(3G)4s,a4F-a4G,5/2-9/2,E2,4352.784035332333,forbidden,1.02e-08,48,0.14997023092856043,a4F-a4G,NIST,--
[FeII]-4357,[Fe II],4357.374,0.35186476,3.19725263,0.0119,2.3e-11,6-4,3d7-3d6(3P2)4s,a4F-b2P,5/2-3/2,E2,4356.149749149334,forbidden,1.38e-10,52,1.0,a4F-b2P,NIST,--
[FeII]-4360,[Fe II],4359.592,0.38651921,3.23045937,0.717,3.06e-09,4-6,3d7-3d6(3G)4s,a4F-a4G,3/2-5/2,E2,4358.367365226734,forbidden,1.224e-08,48,0.10056146185620962,a4F-a4G,NIST,--
[FeII]-4361,[Fe II],4360.557,0.04770753,2.8910183,1.15,2.46e-09,8-6,3d6(5D)4s-3d54s2,a6D-a6S,7/2-5/2,E2,4359.332131185738,forbidden,1.968e-08,14,0.7224460747837402,a6D-a6S,NIST,--
[OIII]-4364,[O III],4364.436,2.513565,5.354349,1.71,9.77e-10,5-1,2s22p2-2s22p2,1D-1S,2-0,E2,4363.209690105555,forbidden,4.885e-09,0,1.0,1D-1S,NIST,--
[FeII]-4374,[Fe II],4373.658,0.38651921,3.22131344,0.275,1.58e-09,4-8,3d7-3d6(3G)4s,a4F-a4G,3/2-7/2,E2,4372.429062066861,forbidden,6.32e-09,48,0.07320928874488579,a4F-a4G,NIST,--
[FeII]-4384,[Fe II],4383.976,0.0,2.82812245,0.0605,1.39e-10,10-8,3d6(5D)4s-3d6(3F2)4s,a6D-b4F,9/2-7/2,M1,4382.7441549664745,forbidden,1.3900000000000002e-09,20,0.03841955782788224,a6D-b4F,NIST,--
HeI-4389,He I,4389.162,21.2180227112,24.042803412125,8988900.0,0.043269,3-5,1s2p-1s5d,1P*-1D,1-2,E1,4387.929084309361,permitted,0.129807,1,1.0,1P*,NIST,--
[FeII]-4404,[Fe II],4403.83,1.07624119,3.89161339,0.0176,7.7e-11,4-6,3d6(5D)4s-3d6(3D)4s,a4D-b4D,3/2-5/2,M1,4402.59301513538,forbidden,3.08e-10,16,0.610011750407575,a4D-b4D,NIST,--
[ArXIV]-4414,[Ar XIV],4413.795,0.0,2.8090156,104.0,6.07e-07,2-4,2s22p-2s22p,2P*-2P*,1/2-3/2,M1,4412.555889384126,forbidden,1.214e-06,0,1.0,2P*-2P*,NIST,--
[FeII]-4415,[Fe II],4415.02,0.08278213,2.8910183,0.85,2.48e-09,6-6,3d6(5D)4s-3d54s2,a6D-a6S,5/2-5/2,E2,4413.780716544219,forbidden,1.4880000000000002e-08,14,0.5030715232045101,a6D-a6S,NIST,--
OII-4416,O II,4416.138,23.4415082,26.2490334,84700000.0,0.371,4-6,2s22p2(3P)3s-2s22p2(3P)3p,2P-2D*,3/2-5/2,E1,4414.898072025542,permitted,1.484,0,1.0,2P,NIST,--
[FeII]-4418,[Fe II],4417.508,0.0,2.80665448,0.476,1.391e-09,10-10,3d6(5D)4s-3d6(3F2)4s,a6D-b4F,9/2-9/2,M1,4416.268150884653,forbidden,1.391e-08,20,1.0,a6D-b4F,NIST,--
[FeII]-4434,[Fe II],4433.692,0.04770753,2.84411707,0.06,1.32e-10,8-6,3d6(5D)4s-3d6(3F2)4s,a6D-b4F,7/2-5/2,M1,4432.447885383744,forbidden,1.056e-09,20,0.019078249890752543,a6D-b4F,NIST,--
[FeII]-4453,[Fe II],4453.347,0.10695023,2.8910183,0.536,2.39e-09,4-6,3d6(5D)4s-3d54s2,a6D-a6S,3/2-5/2,E2,4452.096793668103,forbidden,9.56e-09,14,0.3186242186580644,a6D-a6S,NIST,--
[FeII]-4459,[Fe II],4459.198,0.04770753,2.82812245,0.318,9.48e-10,8-8,3d6(5D)4s-3d6(3F2)4s,a6D-b4F,7/2-7/2,M1,4457.946430688764,forbidden,7.584e-09,20,0.1894587523121544,a6D-b4F,NIST,--
[FeII]-4472,[Fe II],4471.552,0.08278213,2.85551515,0.035,6.9e-11,6-4,3d6(5D)4s-3d6(3F2)4s,a6D-b4F,5/2-3/2,M1,4470.29745230729,forbidden,4.1399999999999997e-10,20,0.006180729984886111,a6D-b4F,NIST,--
HeI-4473,He I,4472.729,20.96408688908,23.7360901901,24579000.0,0.1032,5-7,1s2p-1s4d,3P*-3D,2-3,E1,4471.474256713086,permitted,0.516,2,1.0,3P*,NIST,--
[FeII]-4476,[Fe II],4476.158,0.12113874,2.8910183,0.263,2.37e-09,2-6,3d6(5D)4s-3d54s2,a6D-a6S,1/2-5/2,E2,4474.902707197442,forbidden,4.74e-09,14,0.15436027303453062,a6D-a6S,NIST,--
[FeII]-4480,[Fe II],4480.373,1.96448604,4.7317602,0.128,2.3e-10,10-6,3d7-3d6(1D2)4s,a2G-c2D,9/2-5/2,E2,4479.115935441804,forbidden,2.3e-09,27,0.7687816646161607,a2G-c2D,NIST,--
[FeII]-4490,[Fe II],4490.009,0.08278213,2.84411707,0.163,4.92e-10,6-6,3d6(5D)4s-3d6(3F2)4s,a6D-b4F,5/2-5/2,M1,4488.749992980529,forbidden,2.951999999999999e-09,20,0.05257383249377369,a6D-b4F,NIST,--
[FeII]-4494,[Fe II],4493.896,0.04770753,2.80665448,0.082,3.1e-10,8-10,3d6(5D)4s-3d6(3F2)4s,a6D-b4F,7/2-9/2,M1,4492.635277523987,forbidden,2.48e-09,20,0.12998531207864727,a6D-b4F,NIST,--
[FeII]-4511,[Fe II],4510.87,0.10695023,2.85551515,0.074,2.25e-10,4-4,3d6(5D)4s-3d6(3F2)4s,a6D-b4F,3/2-3/2,M1,4509.605387765987,forbidden,9e-10,20,0.012783921937987856,a6D-b4F,NIST,--
NIII-4512,N III,4512.23,35.6568,38.40454,47700000.0,0.218,4-6,2s2p(3P*)3s-2s2p(3P*)3p,4P*-4D,3/2-5/2,E1,4510.964728873585,permitted,0.872,0,1.0,4P*,NIST,--
[FeII]-4516,[Fe II],4516.169,0.08278213,2.82812245,0.0742,3.02e-10,6-8,3d6(5D)4s-3d6(3F2)4s,a6D-b4F,5/2-7/2,M1,4514.902319228068,forbidden,1.812e-09,20,0.04382753645382535,a6D-b4F,NIST,--
[FeII]-4530,[Fe II],4529.654,0.10695023,2.84411707,0.0503,2.32e-10,4-6,3d6(5D)4s-3d6(3F2)4s,a6D-b4F,3/2-5/2,M1,4528.384538997498,forbidden,9.28e-10,20,0.015354926275165643,a6D-b4F,NIST,--
[FeII]-4534,[Fe II],4534.277,0.12113874,2.85551515,0.02,1.25e-10,2-4,3d6(5D)4s-3d6(3F2)4s,a6D-b4F,1/2-3/2,M1,4533.00581848289,forbidden,2.5e-10,20,0.003555550160021436,a6D-b4F,NIST,--
[FeII]-4578,[Fe II],4577.687,2.02954815,4.7379945,0.626,9.8e-10,8-4,3d7-3d6(1D2)4s,a2G-c2D,7/2-3/2,E2,4576.404442169831,forbidden,7.84e-09,27,1.0,a2G-c2D,NIST,--
[FeII]-4588,[Fe II],4588.248,2.02954815,4.7317602,0.0404,9.6e-11,8-6,3d7-3d6(1D2)4s,a2G-c2D,7/2-5/2,E2,4586.962951327552,forbidden,7.68e-10,27,0.10843540315783719,a2G-c2D,NIST,--
NIII-4635,N III,4635.42,30.45863,33.13334,63600000.0,0.41,2-4,2s23p-2s23d,2P*-2D,1/2-3/2,E1,4634.122180594538,permitted,0.82,2,1.0,2P*,NIST,--
[FeII]-4641,[Fe II],4640.973,0.10695023,2.7784633,0.64,1.03e-09,4-2,3d6(5D)4s-3d6(3P2)4s,a6D-b4P,3/2-1/2,M1,4639.673651984856,forbidden,4.12e-09,23,0.37622592301664143,a6D-b4P,NIST,--
NIII-4642,N III,4641.94,30.46308,33.13403,76000000.0,0.368,4-6,2s23p-2s23d,2P*-2D,3/2-5/2,E1,4640.640456209959,permitted,1.472,2,1.0,2P*,NIST,--
NIII-4643,N III,4643.26,47.03931,49.70951,39300000.0,0.0847,6-4,2s2p(3P*)4p-2s2p(3P*)5s,4P-4P*,5/2-3/2,E1,4641.960107081048,permitted,0.5082,0,1.0,4P,NIST,--
CIII-4649,C III,4648.72,29.534648,32.201709,72600000.0,0.392,3-5,1s22s3s-1s22s3p,3S-3P*,1-2,E1,4647.418662884269,permitted,1.1760000000000002,2,1.0,3S,NIST,--
CIII-4652,C III,4651.548,29.534648,32.200087,72500000.0,0.235,3-3,1s22s3s-1s22s3p,3S-3P*,1-1,E1,4650.245914818515,permitted,0.705,2,1.0,3S,NIST,--
CIII-4653,C III,4652.775,29.534648,32.199384,72400000.0,0.0783,3-1,1s22s3s-1s22s3p,3S-3P*,1-0,E1,4651.472590241372,permitted,0.2349,2,1.0,3S,NIST,--
[FeIII]-4659,[Fe III],4659.42,0.0,2.660939,0.43,1.4e-09,9-9,3d6-3d6,5D-a3F,4-4,M1,4658.115832343958,forbidden,1.26e-08,0,1.0,5D-a3F,NIST,--
[FeII]-4666,[Fe II],4665.753,0.12113874,2.7784633,0.199,6.49e-10,2-2,3d6(5D)4s-3d6(3P2)4s,a6D-b4P,1/2-1/2,M1,4664.447086843397,forbidden,1.298e-09,23,0.11706612397549392,a6D-b4P,NIST,--
HeII-4687,He II,4687.116,48.371583992058,51.0167971898,220760000.0,0.96946,6-8,3d-4f,2D-2F*,5/2-7/2,E1,4685.80402781268,permitted,5.81676,1,1.0,2D,NIST,--
[ArIV]-4713,[Ar IV],4712.58,0.0,2.63092,0.0096,4e-11,4-6,3s23p3-3s23p3,4S*-2D*,3/2-5/2,M1+E2,4711.261763065987,forbidden,1.6e-10,1,1.0,4S*-2D*,NIST,--
HeI-4714,He I,4714.458,20.96408688908,23.593958713,5289400.0,0.010575,5-3,1s2p-1s4s,3P*-3S,2-1,E1,4713.139107882775,permitted,0.052875,2,1.0,3P*,NIST,--
[FeII]-4729,[Fe II],4729.393,0.08278213,2.70434897,0.586,1.31e-09,6-4,3d6(5D)4s-3d6(3P2)4s,a6D-b4P,5/2-3/2,M1,4728.070311138337,forbidden,7.86e-09,23,0.6799457961770162,a6D-b4P,NIST,--
[ArIV]-4741,[Ar IV],4741.45,0.0,2.6149,0.072,2.4e-10,4-4,3s23p3-3s23p3,4S*-2D*,3/2-3/2,M1,4740.124117913804,forbidden,9.6e-10,1,1.0,4S*-2D*,NIST,--
[FeII]-4747,[Fe II],4746.816,0.23217279,2.84411707,0.0142,2.88e-11,10-6,3d7-3d6(3F2)4s,a4F-b4F,9/2-5/2,E2,4745.489096483796,forbidden,2.88e-10,45,0.00532124633412109,a4F-b4F,NIST,--
[FeII]-4773,[Fe II],4773.399,0.10695023,2.70434897,0.031,1.05e-10,4-4,3d6(5D)4s-3d6(3P2)4s,a6D-b4P,3/2-3/2,M1,4772.064393926311,forbidden,4.2e-10,23,0.03404476897748326,a6D-b4P,NIST,--
[FeII]-4776,[Fe II],4776.063,0.23217279,2.82812245,0.132,3.61e-10,10-8,3d7-3d6(3F2)4s,a4F-b4F,9/2-7/2,E2,4774.728247854803,forbidden,3.6099999999999997e-09,45,0.10094828953436288,a4F-b4F,NIST,--
[FeII]-4800,[Fe II],4799.617,0.12113874,2.70434897,0.083,5.74e-10,2-4,3d6(5D)4s-3d6(3P2)4s,a6D-b4P,1/2-3/2,M1,4798.275745346205,forbidden,1.148e-09,23,0.09667105187225264,a6D-b4P,NIST,--
[FeII]-4816,[Fe II],4815.89,0.23217279,2.80665448,0.546,1.9e-09,10-10,3d7-3d6(3F2)4s,a4F-b4F,9/2-9/2,E2,4814.544091425119,forbidden,1.9e-08,45,1.0,a4F-b4F,NIST,--
[FeII]-4854,[Fe II],4854.099,0.30129858,2.85551515,0.0249,4.4e-11,8-4,3d7-3d6(3F2)4s,a4F-b4F,7/2-3/2,E2,4852.743158493931,forbidden,3.52e-10,45,0.005729028538445223,a4F-b4F,NIST,--
Hb,H I,4862.691,10.1988358,12.7485393,8419300.0,0.11938,8-32,2-4,,,E1,4861.3329792211,permitted,0.95504,0,1.0,2-4,NIST,--
[FeII]-4876,[Fe II],4875.857,0.30129858,2.84411707,0.199,5.31e-10,8-6,3d7-3d6(3F2)4s,a4F-b4F,7/2-5/2,E2,4874.495686073531,forbidden,4.248e-09,45,0.07094920515989896,a4F-b4F,NIST,--
[FeII]-4891,[Fe II],4890.988,0.04770753,2.58265947,0.417,1.12e-09,8-6,3d6(5D)4s-3d6(3P2)4s,a6D-b4P,7/2-5/2,M1,4889.622610948422,forbidden,8.96e-09,23,1.0,a6D-b4P,NIST,--
[FeVII]-4895,[Fe VII],4895.05,0.0,2.53285,0.0354,7.63e-11,5-3,3p63d2-3p63d2,3F-3P,2-1,M1+E2,4893.68339297083,forbidden,3.815e-10,1,1.0,3F-3P,NIST,--
[FeII]-4900,[Fe II],4899.971,1.96448604,4.49479059,1.15,2.48e-09,10-6,3d7-3d6(3D)4s,a2G-b2D,9/2-5/2,E2,4898.603486807568,forbidden,2.48e-08,38,1.0,a2G-b2D,NIST,--
[FeIV]-4904,[Fe IV],4904.44,4.0054,6.5334,0.13,4.7e-10,8-8,3d5-3d5,4G-4F,7/2-7/2,M1,4903.070900751267,forbidden,3.76e-09,0,1.0,4G-4F,NIST,--
[FeII]-4907,[Fe II],4906.721,0.30129858,2.82812245,0.219,7.89e-10,8-8,3d7-3d6(3F2)4s,a4F-b4F,7/2-7/2,E2,4905.351295302992,forbidden,6.312e-09,45,0.16875122285085523,a4F-b4F,NIST,--
HeI-4923,He I,4923.305,21.2180227112,23.73633503536,19863000.0,0.1203,3-5,1s2p-1s4d,1P*-1D,1-2,E1,4921.930966869098,permitted,0.3609,1,1.0,1P*,NIST,--
[FeII]-4949,[Fe II],4948.766,0.30129858,2.80665448,0.0712,3.27e-10,8-10,3d7-3d6(3F2)4s,a4F-b4F,7/2-9/2,E2,4947.3850322875605,forbidden,2.616e-09,45,0.14292429575247598,a4F-b4F,NIST,--
[FeII]-4952,[Fe II],4952.137,0.35186476,2.85551515,0.177,4.34e-10,6-4,3d7-3d6(3F2)4s,a4F-b4F,5/2-3/2,E2,4950.75533698326,forbidden,2.604e-09,45,0.04403943230049363,a4F-b4F,NIST,--
[OIII]-4960,[O III],4960.295,0.0140323,2.513565,0.00621,3.82e-11,3-5,2s22p2-2s22p2,3P-1D,1-2,M1,4958.91107030665,forbidden,1.146e-10,1,1.0,3P-1D,NIST,--
[FeII]-4967,[Fe II],4967.175,0.04770753,2.54377802,0.033,9.1e-11,8-6,3d6(5D)4s-3d7,a6D-a2D2,7/2-5/2,M1,4965.789642762815,forbidden,7.28e-10,0,1.0,a6D-a2D2,NIST,--
[FeII]-4975,[Fe II],4974.785,0.35186476,2.84411707,0.142,5.28e-10,6-6,3d7-3d6(3F2)4s,a4F-b4F,5/2-5/2,E2,4973.397421307434,forbidden,3.168e-09,45,0.05592499623879158,a4F-b4F,NIST,--
[FeII]-5007,[Fe II],5006.918,0.35186476,2.82812245,0.0908,4.55e-10,6-8,3d7-3d6(3F2)4s,a4F-b4F,5/2-7/2,E2,5005.5219835583885,forbidden,2.73e-09,45,0.06077676821041332,a4F-b4F,NIST,--
[FeII]-5008,[Fe II],5008.027,0.10695023,2.58265947,0.033,1.85e-10,4-6,3d6(5D)4s-3d6(3P2)4s,a6D-b4P,3/2-5/2,M1,5006.630858796326,forbidden,7.4e-10,23,0.07413830961333785,a6D-b4P,NIST,--
[OIII]-5008,[O III],5008.24,0.0379607,2.513565,0.0181,6.81e-11,5-5,2s22p2-2s22p2,3P-1D,2-2,M1,5006.843332316028,forbidden,3.405e-10,1,1.0,3P-1D,NIST,--
HeI-5017,He I,5017.077,20.615774823,23.0870185296,13372000.0,0.15138,1-3,1s2s-1s3p,1S-1P*,0-1,E1,5015.6779352569065,permitted,0.15138,3,1.0,1S,NIST,--
[FeII]-5022,[Fe II],5021.644,0.38651921,2.85551515,0.208,7.86e-10,4-4,3d7-3d6(3F2)4s,a4F-b4F,3/2-3/2,E2,5020.244269766919,forbidden,3.144e-09,45,0.04503837066657615,a4F-b4F,NIST,--
[FeII]-5029,[Fe II],5029.29,2.02954815,4.49479059,0.078,2.22e-10,8-6,3d7-3d6(3D)4s,a2G-b2D,7/2-5/2,E2,5027.888037481446,forbidden,1.776e-09,38,0.06502398997760288,a2G-b2D,NIST,--
[FeII]-5037,[Fe II],5036.803,2.27642922,4.7379945,0.077,2.94e-10,4-4,3d7-3d6(1D2)4s,a2P-c2D,3/2-3/2,E2,5035.398840378393,forbidden,1.176e-09,28,0.07456902902571322,a2P-c2D,NIST,--
[FeII]-5045,[Fe II],5044.934,0.38651921,2.84411707,0.0803,4.6e-10,4-6,3d7-3d6(3F2)4s,a4F-b4F,3/2-5/2,E2,5043.527878699727,forbidden,1.84e-09,45,0.028117900570137376,a4F-b4F,NIST,--
HeI-5049,He I,5049.146,21.2180227112,23.67357059,6771200.0,0.0086265,3-1,1s2p-1s4s,1P*-1S,1-0,E1,5047.73849693299,permitted,0.0258795,1,1.0,1P*,NIST,--
[FeII]-5050,[Fe II],5049.592,2.27642922,4.7317602,0.459,2.63e-09,4-6,3d7-3d6(1D2)4s,a2P-c2D,3/2-5/2,E2,5048.18434036287,forbidden,1.052e-08,28,1.0,a2P-c2D,NIST,--
[FeII]-5061,[Fe II],5061.497,2.02954815,4.47910423,0.738,1.42e-09,8-4,3d7-3d6(3D)4s,a2G-b2D,7/2-3/2,E2,5060.085775012802,forbidden,1.136e-08,38,0.3060012228889147,a2G-b2D,NIST,--
[FeII]-5074,[Fe II],5073.82,0.23217279,2.67577925,0.0322,1.24e-10,10-10,3d7-3d6(3H)4s,a4F-a4H,9/2-9/2,E2,5072.4060978187545,forbidden,1.24e-09,50,0.02357756726324302,a4F-a4H,NIST,--
[FeII]-5085,[Fe II],5085.155,0.9863338,3.42449356,0.02,5.9e-11,8-6,3d6(5D)4s-3d6(3F2)4s,a4D-a2F,7/2-5/2,M1,5083.737683240424,forbidden,4.72e-10,18,0.022032233474177845,a4D-a2F,NIST,--
[FeIII]-5086,[Fe III],5086.25,0.12736,2.565,0.094,1.1e-09,1-3,3d6-3d6,5D-a3P,0-1,M1,5084.83259193876,forbidden,1.1e-09,1,1.0,5D-a3P,NIST,--
[FeII]-5109,[Fe II],5109.382,0.35186476,2.7784633,0.296,3.86e-10,6-2,3d7-3d6(3P2)4s,a4F-b4P,5/2-1/2,E2,5107.958838376496,forbidden,2.316e-09,53,0.17285148367038625,a4F-b4P,NIST,--
[FeII]-5113,[Fe II],5113.061,0.23217279,2.65702556,0.107,5.03e-10,10-12,3d7-3d6(3H)4s,a4F-a4H,9/2-11/2,E2,5111.636359701134,forbidden,5.03e-09,50,0.14204906645641338,a4F-a4H,NIST,--
[FeVI]-5147,[Fe VI],5147.18,0.14733,2.55611,0.26,1e-09,8-8,3d3-3d3,4F-2G,7/2-7/2,M1,5145.746380415924,forbidden,8e-09,1,1.0,4F-2G,NIST,--
[FeII]-5159,[Fe II],5159.451,0.30129858,2.70434897,0.361,7.2e-10,8-4,3d7-3d6(3P2)4s,a4F-b4P,7/2-3/2,E2,5158.013714353419,forbidden,5.76e-09,53,0.4001786915216209,a4F-b4P,NIST,--
[FeVII]-5160,[Fe VII],5160.21,0.130152,2.53285,0.0525,8.98e-11,7-3,3p63d2-3p63d2,3F-3P,3-1,E2,5158.772912210583,forbidden,6.286e-10,1,1.0,3F-3P,NIST,--
[FeII]-5160,[Fe II],5160.229,0.23217279,2.63486052,0.476,2.66e-09,10-14,3d7-3d6(3H)4s,a4F-a4H,9/2-13/2,E2,5158.792307046522,forbidden,2.66e-08,50,1.0,a4F-a4H,NIST,--
[FeII]-5165,[Fe II],5165.396,0.9863338,3.38661825,0.265,1.06e-09,8-8,3d6(5D)4s-3d6(3F2)4s,a4D-a2F,7/2-7/2,M1,5163.957631693259,forbidden,8.48e-09,18,1.0,a4D-a2F,NIST,--
[FeII]-5174,[Fe II],5173.913,2.34166141,4.7379945,0.198,1.59e-09,2-4,3d7-3d6(1D2)4s,a2P-c2D,1/2-3/2,E2,5172.472564293114,forbidden,3.18e-09,28,0.18238223294191375,a2P-c2D,NIST,--
[FeVI]-5177,[Fe VI],5177.48,0.24804,2.64272,0.62,2.5e-09,10-10,3d3-3d3,4F-2G,9/2-9/2,M1,5176.038314728404,forbidden,2.5e-08,1,1.0,4F-2G,NIST,--
[FeII]-5183,[Fe II],5183.407,0.38651921,2.7784633,0.414,8.34e-10,4-2,3d7-3d6(3P2)4s,a4F-b4P,3/2-1/2,E2,5181.963836677163,forbidden,3.336e-09,53,9.743014837245802e-09,a4F-b4P,NIST,--
[FeII]-5186,[Fe II],5186.249,0.30129858,2.69193206,0.0242,9.8e-11,8-8,3d7-3d6(3H)4s,a4F-a4H,7/2-7/2,E2,5184.804680086449,forbidden,7.84e-10,50,0.009778188993679658,a4F-a4H,NIST,--
[FeII]-5187,[Fe II],5187.409,2.34166141,4.7317602,0.152,1.84e-09,2-6,3d7-3d6(1D2)4s,a2P-c2D,1/2-5/2,E2,5185.964571170967,forbidden,3.68e-09,28,0.2993304706809046,a2P-c2D,NIST,--
[FeII]-5201,[Fe II],5200.628,1.04046986,3.42449356,0.143,5.8e-10,6-6,3d6(5D)4s-3d6(3F2)4s,a4D-a2F,5/2-5/2,M1,5199.179951245634,forbidden,3.479999999999999e-09,18,0.15678543823107086,a4D-a2F,NIST,--
[NI]-5202,[N I],5201.705,0.0,2.3835298,6.59e-06,4.01e-14,4-6,2s22p3-2s22p3,4S*-2D*,3/2-5/2,E2,5200.256864388595,forbidden,1.604e-13,0,1.0,4S*-2D*,NIST,--
[FeII]-5222,[Fe II],5221.529,0.30129858,2.67577925,0.111,5.67e-10,8-10,3d7-3d6(3H)4s,a4F-a4H,7/2-9/2,E2,5220.075684707661,forbidden,4.536e-09,50,0.10405228517885949,a4F-a4H,NIST,--
[FeIV]-5238,[Fe IV],5237.52,4.00484,6.37207,0.015,8.2e-11,6-8,3d5-3d5,4G-2F2,5/2-7/2,M1,5236.0623251584475,forbidden,4.92e-10,0,1.0,4G-2F2,NIST,--
[FeII]-5263,[Fe II],5263.097,0.30129858,2.65702556,0.339,2.11e-09,8-12,3d7-3d6(3H)4s,a4F-a4H,7/2-11/2,E2,5261.632610726276,forbidden,1.688e-08,50,0.44405825944231175,a4F-a4H,NIST,--
[FeII]-5270,[Fe II],5270.352,0.35186476,2.70434897,0.237,6.58e-10,6-4,3d7-3d6(3P2)4s,a4F-b4P,5/2-3/2,E2,5268.885577519607,forbidden,3.948e-09,53,0.25560599471849327,a4F-b4P,NIST,--
[FeIII]-5272,[Fe III],5271.97,0.054081,2.405841,0.425,1.26e-09,7-5,3d6-3d6,5D-a3P,3-2,M1,5270.503146354368,forbidden,8.82e-09,1,1.0,5D-a3P,NIST,--
[FeII]-5275,[Fe II],5274.831,0.23217279,2.58265947,0.472,1.18e-09,10-6,3d7-3d6(3P2)4s,a4F-b4P,9/2-5/2,E2,5273.363283964442,forbidden,1.18e-08,53,1.0,a4F-b4P,NIST,--
[FeVII]-5278,[Fe VII],5278.02,0.288819,2.63788,0.0496,1.15e-10,9-5,3p63d2-3p63d2,3F-3P,4-2,E2,5276.55153408939,forbidden,1.035e-09,1,1.0,3F-3P,NIST,--
[FeII]-5280,[Fe II],5279.85,1.07624119,3.42449356,0.082,5.1e-10,4-6,3d6(5D)4s-3d6(3F2)4s,a4D-a2F,3/2-5/2,M1,5278.380846447626,forbidden,2.04e-09,18,0.08865157806599874,a4D-a2F,NIST,--
[FeII]-5285,[Fe II],5284.585,1.04046986,3.38661825,0.133,7.4e-10,6-8,3d6(5D)4s-3d6(3F2)4s,a4D-a2F,5/2-7/2,M1,5283.114484557434,forbidden,4.44e-09,18,0.26893889390238696,a4D-a2F,NIST,--
[FeII]-5298,[Fe II],5298.318,0.35186476,2.69193206,0.1112,6.24e-10,6-8,3d7-3d6(3H)4s,a4F-a4H,5/2-7/2,E2,5296.843724307263,forbidden,3.744e-09,50,0.04063314377464515,a4F-a4H,NIST,--
