key,ion,wave_vac,Ei,Ek,Aki,fik,gigk,configuration,terms,Ji-Jk,type,wave_air,classification,gf,multiplet,line_ratio,multiplet_term,references,note
FeII]-3884,Fe II,3884.18,2.029542,5.221572,1.441,4.072958762525109e-09,8-10,d7-(5D)4p,a2G-z6F,7/2-9/2,E1,3883.08,semi-forbidden,3.258367010020087e-08,110,9.322778316770524e-07,a2G,K88,--
FeII]-3886,Fe II,3885.777,4.6156,7.806318,42670.0,0.00019318348852703467,2-4,(1S)4s-(3P)4p,a2S-y4D,1/2-3/2,E1,3884.676,semi-forbidden,0.00038636697705406934,18,0.00422667669647174,a2S,K88,--
FeII-3887,Fe II,3886.725,9.125671,12.315611,1435.0,2.7090608115452837e-06,12-10,(1I)4p-(3H)5s,w2H-e2H,11/2-9/2,E1,3885.624,permitted,3.2508729738543404e-05,14,0.00015789191059681446,w2H,K88,--
FeII]-3887,Fe II,3886.906,6.222496,9.412287,1142.0,1.940483762447602e-06,8-6,(3F)4s-(3D)4p,c4F-w2F,7/2-5/2,E1,3885.805,semi-forbidden,1.5523870099580815e-05,41,4.7073463136757235e-06,c4F,K88,--
FeII]-3888,Fe II,3887.72,4.494789,7.683912,328.6,4.964194049048652e-07,6-4,(3D)4s-(6S)sp,b2D-y6P,5/2-3/2,E1,3886.619,semi-forbidden,2.978516429429191e-06,26,2.258186290218806e-06,b2D,K88,--
FeII-3893,Fe II,3893.347,8.98014,12.164654,119500.0,0.0005432128118085328,2-4,(3D)4p-(3P)5s,4P-4P,1/2-3/2,E1,3892.244,permitted,0.0010864256236170656,20,0.002840294306538779,4P,K88,--
FeII-3895,Fe II,3894.756,7.567411,10.750774,3185.0,1.4486717938506606e-05,2-4,(3P)4p-(5D)4d,y4P-e4F,1/2-3/2,E1,3893.653,permitted,2.8973435877013213e-05,64,0.00024175635409316685,y4P,K88,--
FeII-3896,Fe II,3895.737,7.568212,10.750774,1644000.0,0.0024937260934907225,6-4,(3H)4p-(5D)4d,z4G-e4F,5/2-3/2,E1,3894.633,permitted,0.014962356560944336,54,0.013871666090923294,z4G,K88,--
FeII]-3897,Fe II,3896.631,7.726997,10.908827,2021.0,3.450722320275431e-06,8-6,(3H)4p-(5D)4d,z2G-4P,7/2-5/2,E1,3895.527,semi-forbidden,2.7605778562203447e-05,51,6.318709117156807e-05,z2G,K88,--
FeII]-3897,Fe II,3897.207,2.64186,5.823221,6722.0,2.2958314912089525e-05,4-6,d7-(5D)4p,a2D2-z4P,3/2-5/2,E1,3896.103,semi-forbidden,9.18332596483581e-05,109,0.0023262834945166947,a2D2,K88,--
FeII]-3898,Fe II,3897.849,6.5194,9.700237,931.9,2.1228045655771824e-06,8-8,(6S)sp-(5D)5s,z8P-e6D,7/2-7/2,E1,3896.745,semi-forbidden,1.698243652461746e-05,100,0.045400465968379246,z8P,K88,--
