key,ion,wave_vac,Ei,Ek,Aki,fik,gigk,configuration,terms,Ji-Jk,type,references,note,wave_air,ion_tex,ion_tex_lambda,classification,gf,multiplet,line_ratio
[FeII]-4516,[Fe II],4516.169,0.08278213,2.82812245,0.0742,3.02e-10,6-8,3d6(5D)4s-3d6(3F2)4s,a6D-b4F,5/2-7/2,M1,NIST,,4514.902319228068,$[$Fe II$]$,"$[$Fe II$]\,\lambda4516$",forbidden,1.812e-09,20,0.06578245166217456
[FeII]-4530,[Fe II],4529.654,0.10695023,2.84411707,0.0503,2.32e-10,4-6,3d6(5D)4s-3d6(3F2)4s,a6D-b4F,3/2-5/2,M1,NIST,,4528.384538997498,$[$Fe II$]$,"$[$Fe II$]\,\lambda4530$",forbidden,9.28e-10,20,0.03687286594724669
[FeII]-4534,[Fe II],4534.277,0.12113874,2.85551515,0.02,1.25e-10,2-4,3d6(5D)4s-3d6(3F2)4s,a6D-b4F,1/2-3/2,M1,NIST,,4533.00581848289,$[$Fe II$]$,"$[$Fe II$]\,\lambda4534$",forbidden,2.5e-10,20,0.013030594472141556
[FeII]-4578,[Fe II],4577.687,2.02954815,4.7379945,0.626,9.8e-10,8-4,3d7-3d6(1D2)4s,a2G-c2D,7/2-3/2,E2,NIST,,4576.404442169831,$[$Fe II$]$,"$[$Fe II$]\,\lambda4578$",forbidden,7.84e-09,27,0.6556542835446255
[FeII]-4588,[Fe II],4588.248,2.02954815,4.7317602,0.0404,9.6e-11,8-6,3d7-3d6(1D2)4s,a2G-c2D,7/2-5/2,E2,NIST,,4586.962951327552,$[$Fe II$]$,"$[$Fe II$]\,\lambda4588$",forbidden,7.68e-10,27,0.09637200611778171
[FeII]-4641,[Fe II],4640.973,0.10695023,2.7784633,0.64,1.03e-09,4-2,3d6(5D)4s-3d6(3P2)4s,a6D-b4P,3/2-1/2,M1,NIST,,4639.673651984856,$[$Fe II$]$,"$[$Fe II$]\,\lambda4641$",forbidden,4.12e-09,23,0.10440313279109982
[FeII]-4666,[Fe II],4665.753,0.12113874,2.7784633,0.199,6.49e-10,2-2,3d6(5D)4s-3d6(3P2)4s,a6D-b4P,1/2-1/2,M1,NIST,,4664.447086843397,$[$Fe II$]$,"$[$Fe II$]\,\lambda4666$",forbidden,1.298e-09,23,0.06474152069290008
[FeII]-4729,[Fe II],4729.393,0.08278213,2.70434897,0.586,1.31e-09,6-4,3d6(5D)4s-3d6(3P2)4s,a6D-b4P,5/2-3/2,M1,NIST,,4728.070311138337,$[$Fe II$]$,"$[$Fe II$]\,\lambda4729$",forbidden,7.86e-09,23,0.2734893936064734
[FeII]-4747,[Fe II],4746.816,0.23217279,2.84411707,0.0142,2.88e-11,10-6,3d7-3d6(3F2)4s,a4F-b4F,9/2-5/2,E2,NIST,,4745.489096483796,$[$Fe II$]$,"$[$Fe II$]\,\lambda4747$",forbidden,2.88e-10,45,0.003728790126762374
[FeII]-4773,[Fe II],4773.399,0.10695023,2.70434897,0.031,1.05e-10,4-4,3d6(5D)4s-3d6(3P2)4s,a6D-b4P,3/2-3/2,M1,NIST,,4772.064393926311,$[$Fe II$]$,"$[$Fe II$]\,\lambda4773$",forbidden,4.2e-10,23,0.021320210635410616
[FeII]-4776,[Fe II],4776.063,0.23217279,2.82812245,0.132,3.61e-10,10-8,3d7-3d6(3F2)4s,a4F-b4F,9/2-7/2,E2,NIST,,4774.728247854803,$[$Fe II$]$,"$[$Fe II$]\,\lambda4776$",forbidden,3.6099999999999997e-09,45,0.062327452527554644
[FeII]-4800,[Fe II],4799.617,0.12113874,2.70434897,0.083,5.74e-10,2-4,3d6(5D)4s-3d6(3P2)4s,a6D-b4P,1/2-3/2,M1,NIST,,4798.275745346205,$[$Fe II$]$,"$[$Fe II$]\,\lambda4800$",forbidden,1.148e-09,23,0.11465092131788368
[FeII]-4816,[Fe II],4815.89,0.23217279,2.80665448,0.546,1.9e-09,10-10,3d7-3d6(3F2)4s,a4F-b4F,9/2-9/2,E2,NIST,,4814.544091425119,$[$Fe II$]$,"$[$Fe II$]\,\lambda4816$",forbidden,1.9e-08,45,0.41004888377717447
[FeII]-4854,[Fe II],4854.099,0.30129858,2.85551515,0.0249,4.4e-11,8-4,3d7-3d6(3F2)4s,a4F-b4F,7/2-3/2,E2,NIST,,4852.743158493931,$[$Fe II$]$,"$[$Fe II$]\,\lambda4854$",forbidden,3.52e-10,45,0.0035048851723899857
[FeII]-4876,[Fe II],4875.857,0.30129858,2.84411707,0.199,5.31e-10,8-6,3d7-3d6(3F2)4s,a4F-b4F,7/2-5/2,E2,NIST,,4874.495686073531,$[$Fe II$]$,"$[$Fe II$]\,\lambda4876$",forbidden,4.248e-09,45,0.06343431957563427
[FeII]-4891,[Fe II],4890.988,0.04770753,2.58265947,0.417,1.12e-09,8-6,3d6(5D)4s-3d6(3P2)4s,a6D-b4P,7/2-5/2,M1,NIST,,4889.622610948422,$[$Fe II$]$,"$[$Fe II$]\,\lambda4891$",forbidden,8.96e-09,23,0.3652024681502659
[FeII]-4900,[Fe II],4899.971,1.96448604,4.49479059,1.15,2.48e-09,10-6,3d7-3d6(3D)4s,a2G-b2D,9/2-5/2,E2,NIST,,4898.603486807568,$[$Fe II$]$,"$[$Fe II$]\,\lambda4900$",forbidden,2.48e-08,38,0.6966320239317935
[FeII]-4907,[Fe II],4906.721,0.30129858,2.82812245,0.219,7.89e-10,8-8,3d7-3d6(3F2)4s,a4F-b4F,7/2-7/2,E2,NIST,,4905.351295302992,$[$Fe II$]$,"$[$Fe II$]\,\lambda4907$",forbidden,6.312e-09,45,0.12562764694780043
[FeII]-4949,[Fe II],4948.766,0.30129858,2.80665448,0.0712,3.27e-10,8-10,3d7-3d6(3F2)4s,a4F-b4F,7/2-9/2,E2,NIST,,4947.3850322875605,$[$Fe II$]$,"$[$Fe II$]\,\lambda4949$",forbidden,2.616e-09,45,0.06503822870807788
[FeII]-4952,[Fe II],4952.137,0.35186476,2.85551515,0.177,4.34e-10,6-4,3d7-3d6(3F2)4s,a4F-b4F,5/2-3/2,E2,NIST,,4950.75533698326,$[$Fe II$]$,"$[$Fe II$]\,\lambda4952$",forbidden,2.604e-09,45,0.03255807980074375
[FeII]-4967,[Fe II],4967.175,0.04770753,2.54377802,0.033,9.1e-11,8-6,3d6(5D)4s-3d7,a6D-a2D2,7/2-5/2,M1,NIST,,4965.789642762815,$[$Fe II$]$,"$[$Fe II$]\,\lambda4967$",forbidden,7.28e-10,0,1.0
[FeII]-4975,[Fe II],4974.785,0.35186476,2.84411707,0.142,5.28e-10,6-6,3d7-3d6(3F2)4s,a4F-b4F,5/2-5/2,E2,NIST,,4973.397421307434,$[$Fe II$]$,"$[$Fe II$]\,\lambda4975$",forbidden,3.1680000000000002e-09,45,0.05938730520859664
[FeII]-5007,[Fe II],5006.918,0.35186476,2.82812245,0.0908,4.55e-10,6-8,3d7-3d6(3F2)4s,a4F-b4F,5/2-7/2,E2,NIST,,5005.5219835583885,$[$Fe II$]$,"$[$Fe II$]\,\lambda5007$",forbidden,2.73e-09,45,0.06818396857437756
[FeII]-5008,[Fe II],5008.027,0.10695023,2.58265947,0.033,1.85e-10,4-6,3d6(5D)4s-3d6(3P2)4s,a6D-b4P,3/2-5/2,M1,NIST,,5006.630858796326,$[$Fe II$]$,"$[$Fe II$]\,\lambda5008$",forbidden,7.4e-10,23,0.056192352805966496
[FeII]-5022,[Fe II],5021.644,0.38651921,2.85551515,0.208,7.86e-10,4-4,3d7-3d6(3F2)4s,a4F-b4F,3/2-3/2,E2,NIST,,5020.244269766919,$[$Fe II$]$,"$[$Fe II$]\,\lambda5022$",forbidden,3.144e-09,45,0.05654989325406919
[FeII]-5029,[Fe II],5029.29,2.02954815,4.49479059,0.078,2.22e-10,8-6,3d7-3d6(3D)4s,a2G-b2D,7/2-5/2,E2,NIST,,5027.888037481446,$[$Fe II$]$,"$[$Fe II$]\,\lambda5029$",forbidden,1.776e-09,38,0.05767202775439599
[FeII]-5037,[Fe II],5036.803,2.27642922,4.7379945,0.077,2.94e-10,4-4,3d7-3d6(1D2)4s,a2P-c2D,3/2-3/2,E2,NIST,,5035.398840378393,$[$Fe II$]$,"$[$Fe II$]\,\lambda5037$",forbidden,1.176e-09,28,0.03563936266471054
[FeII]-5045,[Fe II],5044.934,0.38651921,2.84411707,0.0803,4.6e-10,4-6,3d7-3d6(3F2)4s,a4F-b4F,3/2-5/2,E2,NIST,,5043.527878699727,$[$Fe II$]$,"$[$Fe II$]\,\lambda5045$",forbidden,1.84e-09,45,0.04961054632681879
[FeII]-5050,[Fe II],5049.592,2.27642922,4.7317602,0.459,2.63e-09,4-6,3d7-3d6(1D2)4s,a2P-c2D,3/2-5/2,E2,NIST,,5048.18434036287,$[$Fe II$]$,"$[$Fe II$]\,\lambda5050$",forbidden,1.052e-08,28,0.47804368185550883
[FeII]-5061,[Fe II],5061.497,2.02954815,4.47910423,0.738,1.42e-09,8-4,3d7-3d6(3D)4s,a2G-b2D,7/2-3/2,E2,NIST,,5060.085775012802,$[$Fe II$]$,"$[$Fe II$]\,\lambda5061$",forbidden,1.136e-08,38,0.24569594831381047
[FeII]-5074,[Fe II],5073.82,0.23217279,2.67577925,0.0322,1.24e-10,10-10,3d7-3d6(3H)4s,a4F-a4H,9/2-9/2,E2,NIST,,5072.4060978187545,$[$Fe II$]$,"$[$Fe II$]\,\lambda5074$",forbidden,1.24e-09,50,0.011048108629639203
[FeII]-5085,[Fe II],5085.155,0.9863338,3.42449356,0.02,5.9e-11,8-6,3d6(5D)4s-3d6(3F2)4s,a4D-a2F,7/2-5/2,M1,NIST,,5083.737683240424,$[$Fe II$]$,"$[$Fe II$]\,\lambda5085$",forbidden,4.72e-10,18,0.017432125540851034
[FeII]-5109,[Fe II],5109.382,0.35186476,2.7784633,0.296,3.86e-10,6-2,3d7-3d6(3P2)4s,a4F-b4P,5/2-1/2,E2,NIST,,5107.958838376496,$[$Fe II$]$,"$[$Fe II$]\,\lambda5109$",forbidden,2.316e-09,53,0.03611374632563498
[FeII]-5113,[Fe II],5113.061,0.23217279,2.65702556,0.107,5.03e-10,10-12,3d7-3d6(3H)4s,a4F-a4H,9/2-11/2,E2,NIST,,5111.636359701134,$[$Fe II$]$,"$[$Fe II$]\,\lambda5113$",forbidden,5.03e-09,50,0.05370678700401523
[FeII]-5159,[Fe II],5159.451,0.30129858,2.70434897,0.361,7.2e-10,8-4,3d7-3d6(3P2)4s,a4F-b4P,7/2-3/2,E2,NIST,,5158.013714353419,$[$Fe II$]$,"$[$Fe II$]\,\lambda5159$",forbidden,5.76e-09,53,0.14259173492006846
[FeII]-5160,[Fe II],5160.229,0.23217279,2.63486052,0.476,2.66e-09,10-14,3d7-3d6(3H)4s,a4F-a4H,9/2-13/2,E2,NIST,,5158.792307046522,$[$Fe II$]$,"$[$Fe II$]\,\lambda5160$",forbidden,2.66e-08,50,0.33074729263158154
[FeII]-5165,[Fe II],5165.396,0.9863338,3.38661825,0.265,1.06e-09,8-8,3d6(5D)4s-3d6(3F2)4s,a4D-a2F,7/2-7/2,M1,NIST,,5163.957631693259,$[$Fe II$]$,"$[$Fe II$]\,\lambda5165$",forbidden,8.48e-09,18,0.4163254603951177
[FeII]-5174,[Fe II],5173.913,2.34166141,4.7379945,0.198,1.59e-09,2-4,3d7-3d6(1D2)4s,a2P-c2D,1/2-3/2,E2,NIST,,5172.472564293114,$[$Fe II$]$,"$[$Fe II$]\,\lambda5174$",forbidden,3.18e-09,28,0.17782272154798143
[FeII]-5183,[Fe II],5183.407,0.38651921,2.7784633,0.414,8.34e-10,4-2,3d7-3d6(3P2)4s,a4F-b4P,3/2-1/2,E2,NIST,,5181.963836677163,$[$Fe II$]$,"$[$Fe II$]\,\lambda5183$",forbidden,3.336e-09,53,0.07473266633410984
[FeII]-5186,[Fe II],5186.249,0.30129858,2.69193206,0.0242,9.8e-11,8-8,3d7-3d6(3H)4s,a4F-a4H,7/2-7/2,E2,NIST,,5184.804680086449,$[$Fe II$]$,"$[$Fe II$]\,\lambda5186$",forbidden,7.84e-10,50,0.006419286085481173
[FeII]-5187,[Fe II],5187.409,2.34166141,4.7317602,0.152,1.84e-09,2-6,3d7-3d6(1D2)4s,a2P-c2D,1/2-5/2,E2,NIST,,5185.964571170967,$[$Fe II$]$,"$[$Fe II$]\,\lambda5187$",forbidden,3.68e-09,28,0.30849423393179926
[FeII]-5201,[Fe II],5200.628,1.04046986,3.42449356,0.143,5.8e-10,6-6,3d6(5D)4s-3d6(3F2)4s,a4D-a2F,5/2-5/2,M1,NIST,,5199.179951245634,$[$Fe II$]$,"$[$Fe II$]\,\lambda5201$",forbidden,3.4799999999999996e-09,18,0.16020333128484912
[FeII]-5222,[Fe II],5221.529,0.30129858,2.67577925,0.111,5.67e-10,8-10,3d7-3d6(3H)4s,a4F-a4H,7/2-9/2,E2,NIST,,5220.075684707661,$[$Fe II$]$,"$[$Fe II$]\,\lambda5222$",forbidden,4.536e-09,50,0.046351243993823316
[FeII]-5263,[Fe II],5263.097,0.30129858,2.65702556,0.339,2.11e-09,8-12,3d7-3d6(3H)4s,a4F-a4H,7/2-11/2,E2,NIST,,5261.632610726276,$[$Fe II$]$,"$[$Fe II$]\,\lambda5263$",forbidden,1.688e-08,50,0.20656771291862983
[FeII]-5270,[Fe II],5270.352,0.35186476,2.70434897,0.237,6.58e-10,6-4,3d7-3d6(3P2)4s,a4F-b4P,5/2-3/2,E2,NIST,,5268.885577519607,$[$Fe II$]$,"$[$Fe II$]\,\lambda5270$",forbidden,3.948e-09,53,0.12225858376129263
[FeII]-5275,[Fe II],5274.831,0.23217279,2.58265947,0.472,1.18e-09,10-6,3d7-3d6(3P2)4s,a4F-b4P,9/2-5/2,E2,NIST,,5273.363283964442,$[$Fe II$]$,"$[$Fe II$]\,\lambda5275$",forbidden,1.18e-08,53,0.37778852198745283
[FeII]-5280,[Fe II],5279.85,1.07624119,3.42449356,0.082,5.1e-10,4-6,3d6(5D)4s-3d6(3F2)4s,a4D-a2F,3/2-5/2,M1,NIST,,5278.380846447626,$[$Fe II$]$,"$[$Fe II$]\,\lambda5280$",forbidden,2.04e-09,18,0.13462209395739255
[FeII]-5285,[Fe II],5284.585,1.04046986,3.38661825,0.133,7.4e-10,6-8,3d6(5D)4s-3d6(3F2)4s,a4D-a2F,5/2-7/2,M1,NIST,,5283.114484557434,$[$Fe II$]$,"$[$Fe II$]\,\lambda5285$",forbidden,4.44e-09,18,0.2714169888217896
[FeII]-5298,[Fe II],5298.318,0.35186476,2.69193206,0.1112,6.24e-10,6-8,3d7-3d6(3H)4s,a4F-a4H,5/2-7/2,E2,NIST,,5296.843724307263,$[$Fe II$]$,"$[$Fe II$]\,\lambda5298$",forbidden,3.744e-09,50,0.03833462995457711
[FeII]-5300,[Fe II],5300.362,2.27642922,4.6155941,0.037,7.9e-11,4-2,3d7-3d6(1S2)4s,a2P-a2S,3/2-1/2,M1+E2,NIST,,5298.887279449976,$[$Fe II$]$,"$[$Fe II$]\,\lambda5300$",forbidden,3.16e-10,0,1.0
[FeII]-5335,[Fe II],5335.145,0.35186476,2.67577925,0.278,1.98e-09,6-10,3d7-3d6(3H)4s,a4F-a4H,5/2-9/2,E2,NIST,,5333.660906443488,$[$Fe II$]$,"$[$Fe II$]\,\lambda5335$",forbidden,1.1880000000000001e-08,50,0.1517392478734027
[FeII]-5349,[Fe II],5349.15,0.38651921,2.70434897,0.072,3.09e-10,4-4,3d7-3d6(3P2)4s,a4F-b4P,3/2-3/2,E2,NIST,,5347.662971707922,$[$Fe II$]$,"$[$Fe II$]\,\lambda5349$",forbidden,1.236e-09,53,0.054913165988850446
[FeII]-5364,[Fe II],5363.554,0.23217279,2.54377802,0.0202,5.23e-11,10-6,3d7-3d7,a4F-a2D2,9/2-5/2,E2,NIST,,5362.062830376137,$[$Fe II$]$,"$[$Fe II$]\,\lambda5364$",forbidden,5.230000000000001e-10,56,0.020650142835017482
[FeII]-5378,[Fe II],5377.961,0.38651921,2.69193206,0.304,2.64e-09,4-8,3d7-3d6(3H)4s,a4F-a4H,3/2-7/2,E2,NIST,,5376.465687748044,$[$Fe II$]$,"$[$Fe II$]\,\lambda5378$",forbidden,1.056e-08,50,0.15508569090884985
[FeII]-5414,[Fe II],5414.18,0.35186476,2.64185518,0.36,1.05e-09,6-4,3d7-3d7,a4F-a2D2,5/2-3/2,M1,NIST,,5412.675025070084,$[$Fe II$]$,"$[$Fe II$]\,\lambda5414$",forbidden,6.3e-09,56,0.23980078450687803
[FeII]-5435,[Fe II],5434.66,0.30129858,2.58265947,0.165,5.47e-10,8-6,3d7-3d6(3P2)4s,a4F-b4P,7/2-5/2,M1+E2,NIST,,5433.149360021778,$[$Fe II$]$,"$[$Fe II$]\,\lambda5435$",forbidden,4.376e-09,53,0.16012627101494661
[FeII]-5479,[Fe II],5478.772,1.07624119,3.33923354,0.57,1.28e-09,4-2,3d6(5D)4s-3d6(3P2)4s,a4D-b2P,3/2-1/2,M1,NIST,,5477.25028527559,$[$Fe II$]$,"$[$Fe II$]\,\lambda5479$",forbidden,5.12e-09,21,0.19839690085474185
[FeII]-5497,[Fe II],5497.372,0.38651921,2.64185518,0.191,8.7e-10,4-4,3d7-3d7,a4F-a2D2,3/2-3/2,M1,NIST,,5495.84461936782,$[$Fe II$]$,"$[$Fe II$]\,\lambda5497$",forbidden,3.48e-09,56,0.18980744602820118
[FeII]-5529,[Fe II],5528.889,0.30129858,2.54377802,0.358,1.23e-09,8-6,3d7-3d7,a4F-a2D2,7/2-5/2,M1,NIST,,5527.353602667123,$[$Fe II$]$,"$[$Fe II$]\,\lambda5529$",forbidden,9.84e-09,56,0.4433746329446841
[FeII]-5529,[Fe II],5529.154,1.09686139,3.33923354,0.161,7.38e-10,2-2,3d6(5D)4s-3d6(3P2)4s,a4D-b2P,1/2-1/2,M1,NIST,,5527.618032023442,$[$Fe II$]$,"$[$Fe II$]\,\lambda5529$",forbidden,1.476e-09,21,0.11128968162120305
[FeII]-5547,[Fe II],5547.442,0.9863338,3.22131344,0.0115,5.3e-11,8-8,3d6(5D)4s-3d6(3G)4s,a4D-a4G,7/2-7/2,M1,NIST,,5545.901647095509,$[$Fe II$]$,"$[$Fe II$]\,\lambda5547$",forbidden,4.24e-10,0,1.0
[FeII]-5553,[Fe II],5552.856,1.67061856,3.90341906,0.135,8.32e-10,6-8,3d7-3d6(3D)4s,a4P-b4D,5/2-7/2,E2,NIST,,5551.314300831484,$[$Fe II$]$,"$[$Fe II$]\,\lambda5553$",forbidden,4.992e-09,42,0.2684500969915571
[FeII]-5558,[Fe II],5557.849,0.35186476,2.58265947,0.0248,1.15e-10,6-6,3d7-3d6(3P2)4s,a4F-b4P,5/2-5/2,E2,NIST,,5556.305767053698,$[$Fe II$]$,"$[$Fe II$]\,\lambda5558$",forbidden,6.9e-10,53,0.031475309667644086
[FeII]-5582,[Fe II],5582.372,1.67061856,3.89161339,0.125,5.84e-10,6-6,3d7-3d6(3D)4s,a4P-b4D,5/2-5/2,E2,NIST,,5580.822515128802,$[$Fe II$]$,"$[$Fe II$]\,\lambda5582$",forbidden,3.5040000000000003e-09,42,0.14101231991333588
[FeII]-5588,[Fe II],5588.464,1.67061856,3.8891925,0.0225,3.51e-11,6-2,3d7-3d6(3D)4s,a4P-b4D,5/2-1/2,E2,NIST,,5586.912387458483,$[$Fe II$]$,"$[$Fe II$]\,\lambda5588$",forbidden,2.106e-10,42,0.002823768541226841
[FeII]-5589,[Fe II],5588.999,2.27642922,4.49479059,0.023,1.63e-10,4-6,3d7-3d6(3D)4s,a2P-b2D,3/2-5/2,E2,NIST,,5587.447744367292,$[$Fe II$]$,"$[$Fe II$]\,\lambda5589$",forbidden,6.52e-10,39,0.09212951159073816
[FeII]-5590,[Fe II],5589.712,1.67061856,3.88869686,0.0708,2.21e-10,6-4,3d7-3d6(3D)4s,a4P-b4D,5/2-3/2,E2,NIST,,5588.160753791879,$[$Fe II$]$,"$[$Fe II$]\,\lambda5590$",forbidden,1.3260000000000002e-09,42,0.035555199208916026
[FeII]-5615,[Fe II],5614.825,1.6952613,3.90341906,0.0692,6.54e-10,4-8,3d7-3d6(3D)4s,a4P-b4D,3/2-7/2,E2,NIST,,5613.26684268537,$[$Fe II$]$,"$[$Fe II$]\,\lambda5615$",forbidden,2.616e-09,42,0.20410730393390256
[FeII]-5629,[Fe II],5628.801,2.27642922,4.47910423,0.189,9e-10,4-4,3d7-3d6(3D)4s,a2P-b2D,3/2-3/2,E2,NIST,,5627.239107199188,$[$Fe II$]$,"$[$Fe II$]\,\lambda5629$",forbidden,3.6e-09,39,0.3380822758502963
[FeII]-5650,[Fe II],5650.5,2.54377802,4.7379945,0.0466,1.49e-10,6-4,3d7-3d6(1D2)4s,a2D2-c2D,5/2-3/2,M1+E2,NIST,,5648.9319068413915,$[$Fe II$]$,"$[$Fe II$]\,\lambda5650$",forbidden,8.94e-10,26,0.12309280524113475
[FeII]-5651,[Fe II],5651.235,1.6952613,3.8891925,0.18,4.32e-10,4-2,3d7-3d6(3D)4s,a4P-b4D,3/2-1/2,E2,NIST,,5649.666510401837,$[$Fe II$]$,"$[$Fe II$]\,\lambda5651$",forbidden,1.728e-09,42,0.03360879927139199
[FeII]-5653,[Fe II],5652.512,1.6952613,3.88869686,0.0763,3.65e-10,4-4,3d7-3d6(3D)4s,a4P-b4D,3/2-3/2,E2,NIST,,5650.943069036077,$[$Fe II$]$,"$[$Fe II$]\,\lambda5653$",forbidden,1.46e-09,42,0.05678681676943531
[FeII]-5656,[Fe II],5656.437,0.35186476,2.54377802,0.0403,1.93e-10,6-6,3d7-3d7,a4F-a2D2,5/2-5/2,M1,NIST,,5654.867819494354,$[$Fe II$]$,"$[$Fe II$]\,\lambda5656$",forbidden,1.158e-09,56,0.06496924039905488
[FeII]-5667,[Fe II],5666.6,2.54377802,4.7317602,0.0309,1.49e-10,6-6,3d7-3d6(1D2)4s,a2D2-c2D,5/2-5/2,M1+E2,NIST,,5665.027702434375,$[$Fe II$]$,"$[$Fe II$]\,\lambda5667$",forbidden,8.94e-10,26,0.18439911955825272
[FeII]-5675,[Fe II],5674.774,1.96448604,4.14931647,0.297,1.43e-09,10-10,3d7-3d6(1G2)4s,a2G-c2G,9/2-9/2,E2,NIST,,5673.200016761263,$[$Fe II$]$,"$[$Fe II$]\,\lambda5675$",forbidden,1.43e-08,31,0.3164954056349305
[FeII]-5720,[Fe II],5719.803,1.72398297,3.89161339,0.0617,9.08e-10,2-6,3d7-3d6(3D)4s,a4P-b4D,1/2-5/2,E2,NIST,,5718.216974690437,$[$Fe II$]$,"$[$Fe II$]\,\lambda5720$",forbidden,1.816e-09,42,0.20381829617585762
[FeII]-5728,[Fe II],5727.51,1.72398297,3.88869686,0.037,3.6e-10,2-4,3d7-3d6(3D)4s,a4P-b4D,1/2-3/2,E2,NIST,,5725.92121340615,$[$Fe II$]$,"$[$Fe II$]\,\lambda5728$",forbidden,7.2e-10,42,0.05383739919437679
[FeII]-5747,[Fe II],5747.303,0.38651921,2.54377802,0.0174,1.29e-10,4-6,3d7-3d7,a4F-a2D2,3/2-5/2,M1,NIST,,5745.709118592037,$[$Fe II$]$,"$[$Fe II$]\,\lambda5747$",forbidden,5.16e-10,56,0.041397753286164435
[FeII]-5749,[Fe II],5748.571,1.04046986,3.19725263,0.473,1.56e-09,6-4,3d6(5D)4s-3d6(3P2)4s,a4D-b2P,5/2-3/2,M1,NIST,,5746.977279234333,$[$Fe II$]$,"$[$Fe II$]\,\lambda5749$",forbidden,9.359999999999999e-09,21,0.4936336093122681
[FeII]-5752,[Fe II],5752.433,2.58265947,4.7379945,0.0253,8.4e-11,6-4,3d6(3P2)4s-3d6(1D2)4s,b4P-c2D,5/2-3/2,M1+E2,NIST,,5750.837546214469,$[$Fe II$]$,"$[$Fe II$]\,\lambda5752$",forbidden,5.039999999999999e-10,8,0.06182836659611882
[FeII]-5758,[Fe II],5758.326,2.34166141,4.49479059,0.0236,3.52e-10,2-6,3d7-3d6(3D)4s,a2P-b2D,1/2-5/2,E2,NIST,,5756.729369489261,$[$Fe II$]$,"$[$Fe II$]\,\lambda5758$",forbidden,7.04e-10,39,0.181914442116003
[FeII]-5769,[Fe II],5769.12,2.58265947,4.7317602,0.096,4.8e-10,6-6,3d6(3P2)4s-3d6(1D2)4s,b4P-c2D,5/2-5/2,M1,NIST,,5767.520181564121,$[$Fe II$]$,"$[$Fe II$]\,\lambda5769$",forbidden,2.88e-09,8,0.5291867017934951
[FeII]-5801,[Fe II],5800.586,2.34166141,4.47910423,0.112,1.13e-09,2-4,3d7-3d6(3D)4s,a2P-b2D,1/2-3/2,E2,NIST,,5798.97746146986,$[$Fe II$]$,"$[$Fe II$]\,\lambda5801$",forbidden,2.26e-09,39,0.38787377044296245
[FeII]-5837,[Fe II],5837.069,2.02954815,4.15363129,0.76,3.9e-09,8-8,3d7-3d6(1G2)4s,a2G-c2G,7/2-7/2,E2,NIST,,5835.451196355161,$[$Fe II$]$,"$[$Fe II$]\,\lambda5837$",forbidden,3.12e-08,31,0.6313535436345837
[FeII]-5846,[Fe II],5845.522,1.07624119,3.19725263,0.0195,1e-10,4-4,3d6(5D)4s-3d6(3P2)4s,a4D-b2P,3/2-3/2,M1,NIST,,5843.902333387838,$[$Fe II$]$,"$[$Fe II$]\,\lambda5846$",forbidden,4e-10,21,0.03009469344299008
[FeII]-5849,[Fe II],5848.95,2.02954815,4.14931647,0.0403,2.58e-10,8-10,3d7-3d6(1G2)4s,a2G-c2G,7/2-9/2,E2,NIST,,5847.329415678885,$[$Fe II$]$,"$[$Fe II$]\,\lambda5849$",forbidden,2.064e-09,31,0.0521510507304858
[FeII]-5872,[Fe II],5871.648,1.96448604,4.07605998,0.167,1.21e-09,10-14,3d7-3d6(1I)4s,a2G-a2I,9/2-13/2,E2,NIST,,5870.021338674923,$[$Fe II$]$,"$[$Fe II$]\,\lambda5872$",forbidden,1.2099999999999999e-08,33,0.5982432300333782
[FeII]-5903,[Fe II],5902.91,1.09686139,3.19725263,0.055,5.7e-10,2-4,3d6(5D)4s-3d6(3P2)4s,a4D-b2P,1/2-3/2,M1,NIST,,5901.274267505572,$[$Fe II$]$,"$[$Fe II$]\,\lambda5903$",forbidden,1.14e-09,21,0.16658511476879684
[FeII]-5915,[Fe II],5914.883,2.64185518,4.7379945,0.129,6.77e-10,4-4,3d7-3d6(1D2)4s,a2D2-c2D,3/2-3/2,E2,NIST,,5913.244760730308,$[$Fe II$]$,"$[$Fe II$]\,\lambda5915$",forbidden,2.708e-09,26,0.48759274154015864
[FeII]-5933,[Fe II],5932.528,2.64185518,4.7317602,0.024,1.9e-10,4-6,3d7-3d6(1D2)4s,a2D2-c2D,3/2-5/2,M1+E2,NIST,,5930.88443478821,$[$Fe II$]$,"$[$Fe II$]\,\lambda5933$",forbidden,7.6e-10,26,0.20491533366045392
[FeII]-5984,[Fe II],5984.325,2.54377802,4.6155941,0.254,4.55e-10,6-2,3d7-3d6(1S2)4s,a2D2-a2S,5/2-1/2,E2,NIST,,5982.667358289189,$[$Fe II$]$,"$[$Fe II$]\,\lambda5984$",forbidden,2.73e-09,35,0.4783025059510086
[FeII]-6046,[Fe II],6045.776,2.02954815,4.0803055,0.127,1.04e-09,8-12,3d7-3d6(1I)4s,a2G-a2I,7/2-11/2,E2,NIST,,6044.102489482513,$[$Fe II$]$,"$[$Fe II$]\,\lambda6046$",forbidden,8.32e-09,33,0.40175676996662185
