--------------------------------------------------------------------------------------------------------------------------
    Wl_vac      Wl_air   log_gf   A-Value   Elem. Element E_lower_lev.   J   Config.    E_upper_lev.   J   Config.    Ref.
     / nm        / nm              / 1/s   (Code) (Name)      / eV     lower lower          / eV     upper upper          
--------------------------------------------------------------------------------------------------------------------------
   103.4569              -3.956 1.724e+05  26.01 Fe II       0.082782   2.5 (5D)4s a6D    12.066919   1.5 (4P)sp 2P  K88  
   103.6068              -3.705 1.532e+05  26.01 Fe II       0.232169   4.5 d7 a4F        12.198970   3.5 (4D)sp 4D  K88  
   103.6607              -3.796 1.241e+05  26.01 Fe II       0.301294   3.5 d7 a4F        12.261877   3.5 (1G)4p 2F  K88  
   103.6660              -4.153 1.091e+05  26.01 Fe II       0.106950   1.5 (5D)4s a6D    12.066919   1.5 (4P)sp 2P  K88  
   103.7278              -4.891 6.640e+03  26.01 Fe II       0.232169   4.5 d7 a4F        12.185014   5.5 (1G)4p 2H  K88  
   103.7808              -4.205 4.828e+04  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.946740   3.5 (4G)sp t2F K88  
   103.7891              -3.647 3.489e+05  26.01 Fe II       0.121139   0.5 (5D)4s a6D    12.066919   1.5 (4P)sp 2P  K88  
   103.9078              -5.446 2.212e+03  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.932140   4.5 (4G)sp v2H K88  
   103.9313              -2.850 1.090e+06  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.929440   3.5 (4P)sp 4D  K88  
   103.9863              -4.536 1.795e+04  26.01 Fe II       0.301294   3.5 d7 a4F        12.224427   4.5 (4D)sp 4F  K88  
   104.0520              -3.240 4.431e+05  26.01 Fe II       0.301294   3.5 d7 a4F        12.216888   3.5 (4D)sp 4F  K88  
   104.0853              -3.902 1.286e+05  26.01 Fe II       0.301294   3.5 d7 a4F        12.213076   2.5 (4D)sp 4D  K88  
   104.0994              -7.176 3.420e+01  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.910177   5.5 (4G)sp v2H K88  
   104.1008              -4.351 3.429e+04  26.01 Fe II       0.351861   2.5 d7 a4F        12.261877   3.5 (1G)4p 2F  K88  
   104.1897              -7.642 1.401e+01  26.01 Fe II       0.232169   4.5 d7 a4F        12.132021   4.5 (1G)4p 2H  K88  
   104.1969              -4.780 1.274e+04  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.946740   3.5 (4G)sp t2F K88  
   104.2087              -7.307 3.786e+01  26.01 Fe II       0.301294   3.5 d7 a4F        12.198970   3.5 (4D)sp 4D  K88  
   104.2403              -4.309 7.533e+04  26.01 Fe II       0.351861   2.5 d7 a4F        12.245937   1.5 (4D)sp 4D  K88  
   104.2486              -4.721 1.945e+04  26.01 Fe II       0.301294   3.5 d7 a4F        12.194424   2.5 (4D)sp 4F  K88  
   104.2810              -4.380 4.262e+04  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.937135   2.5 (4G)sp t2F K88  
   104.2859              -4.685 6.334e+04  26.01 Fe II       0.386516   1.5 d7 a4F        12.275390   0.5 (4D)sp 4D  K88  
   104.3249              -5.875 8.172e+02  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.932140   4.5 (4G)sp v2H K88  
   104.3486              -2.463 2.637e+06  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.929440   3.5 (4P)sp 4D  K88  
   104.4955              -4.362 3.318e+04  26.01 Fe II       0.351861   2.5 d7 a4F        12.216888   3.5 (4D)sp 4F  K88  
   104.5049              -6.057 6.695e+02  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.946740   3.5 (4G)sp t2F K88  
   104.5291              -3.653 2.262e+05  26.01 Fe II       0.351861   2.5 d7 a4F        12.213076   2.5 (4D)sp 4D  K88  
   104.5449              -6.878 2.021e+02  26.01 Fe II       0.386516   1.5 d7 a4F        12.245937   1.5 (4D)sp 4D  K88  
   104.5896              -4.613 2.477e+04  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.937135   2.5 (4G)sp t2F K88  
   104.5906              -2.450 3.606e+06  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.901949   2.5 (4P)sp 4D  K88  
   104.6535              -6.745 1.369e+02  26.01 Fe II       0.351861   2.5 d7 a4F        12.198970   3.5 (4D)sp 4D  K88  
   104.6575              -2.715 1.467e+06  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.929440   3.5 (4P)sp 4D  K88  
   104.6937              -3.869 1.371e+05  26.01 Fe II       0.351861   2.5 d7 a4F        12.194424   2.5 (4D)sp 4F  K88  
   104.7117              -4.736 2.793e+04  26.01 Fe II       0.351861   2.5 d7 a4F        12.192393   1.5 (4P)sp 4S  K88  
   104.7985              -5.472 2.048e+03  26.01 Fe II       0.301294   3.5 d7 a4F        12.132021   4.5 (1G)4p 2H  K88  
   104.8033              -4.328 4.756e+04  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.937135   2.5 (4G)sp t2F K88  
   104.8354              -4.546 2.877e+04  26.01 Fe II       0.386516   1.5 d7 a4F        12.213076   2.5 (4D)sp 4D  K88  
   104.8679              -4.652 3.379e+04  26.01 Fe II       0.351861   2.5 d7 a4F        12.174752   1.5 (4D)sp 4F  K88  
   104.9010              -2.887 1.310e+06  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.901949   2.5 (4P)sp 4D  K88  
   105.0010              -4.904 1.258e+04  26.01 Fe II       0.386516   1.5 d7 a4F        12.194424   2.5 (4D)sp 4F  K88  
   105.0191              -4.539 4.370e+04  26.01 Fe II       0.386516   1.5 d7 a4F        12.192393   1.5 (4P)sp 4S  K88  
   105.0526              -2.511 4.659e+06  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.884883   1.5 (4P)sp 4D  K88  
   105.1159              -2.703 1.994e+06  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.901949   2.5 (4P)sp 4D  K88  
   105.1750              -5.169 5.108e+03  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.788373   3.5 (3F)4p 2F  K88  
   105.1762              -3.657 3.321e+05  26.01 Fe II       0.386516   1.5 d7 a4F        12.174752   1.5 (4D)sp 4F  K88  
   105.2682              -3.898 1.903e+05  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.884883   1.5 (4P)sp 4D  K88  
   105.3684              -2.985 3.109e+06  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.873681   0.5 (4P)sp 4D  K88  
   105.3952              -2.991 1.533e+06  26.01 Fe II       0.121139   0.5 (5D)4s a6D    11.884883   1.5 (4P)sp 4D  K88  
   105.4956              -4.375 1.264e+05  26.01 Fe II       0.121139   0.5 (5D)4s a6D    11.873681   0.5 (4P)sp 4D  K88  
   105.5262              -0.967 8.078e+07  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.749142   3.5 (4D)sp 6P  K88  
   105.6024              -4.474 2.510e+04  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.788373   3.5 (3F)4p 2F  K88  
   105.6398              -5.086 8.172e+03  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.784214   2.5 (3F)4p 2F  K88  
   105.8332              -6.451 5.270e+02  26.01 Fe II       0.351861   2.5 d7 a4F        12.066919   1.5 (4P)sp 2P  K88  
   105.8376              -4.743 1.345e+04  26.01 Fe II       0.232169   4.5 d7 a4F        11.946740   3.5 (4G)sp t2F K88  
   105.9188              -4.520 2.244e+04  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.788373   3.5 (3F)4p 2F  K88  
   105.9564              -6.515 3.025e+02  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.784214   2.5 (3F)4p 2F  K88  
   105.9564              -1.628 1.749e+07  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.749142   3.5 (4D)sp 6P  K88  
   105.9642              -3.630 3.481e+05  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.783359   1.5 (3P)4p 2P  K88  
   105.9697              -5.834 8.705e+02  26.01 Fe II       0.232169   4.5 d7 a4F        11.932140   4.5 (4G)sp v2H K88  
   105.9941              -4.259 4.088e+04  26.01 Fe II       0.232169   4.5 d7 a4F        11.929440   3.5 (4P)sp 4D  K88  
   106.0267              -3.401 3.928e+05  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.741385   2.5 (3P)4p 2D  K88  
   106.0442              -0.796 1.581e+08  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.739455   2.5 (4D)sp 6P  K88  
   106.1472              -6.496 4.723e+02  26.01 Fe II       0.386516   1.5 d7 a4F        12.066919   1.5 (4P)sp 2P  K88  
   106.1685              -3.563 1.349e+05  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.678057   5.5 (4G)sp w4G K88  
   106.1690              -4.788 8.034e+03  26.01 Fe II       0.232169   4.5 d7 a4F        11.910177   5.5 (4G)sp v2H K88  
   106.1757              -6.040 8.993e+02  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.784214   2.5 (3F)4p 2F  K88  
   106.1835              -5.488 4.808e+03  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.783359   1.5 (3P)4p 2P  K88  
   106.2152              -2.935 6.867e+05  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.672927   4.5 (4G)sp w4G K88  
   106.2750              -1.484 2.422e+07  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.749142   3.5 (4D)sp 6P  K88  
   106.3002              -4.506 2.301e+04  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.663595   3.5 (4G)sp w4G K88  
   106.3021              -1.218 8.933e+07  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.746160   1.5 (4P)sp 4P  K88  
   106.3127              -3.811 2.280e+05  26.01 Fe II       0.121139   0.5 (5D)4s a6D    11.783359   1.5 (3P)4p 2P  K88  
   106.3176              -0.131 4.364e+08  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.661678   4.5 (4D)sp 6D  K88  
   106.3457              -4.992 1.001e+04  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.741385   2.5 (3P)4p 2D  K88  
   106.3625              -1.543 8.443e+07  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.763712   0.5 (4P)sp 4P  K88  
   106.3633              -2.327 4.628e+06  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.739455   2.5 (4D)sp 6P  K88  
   106.3972              -1.428 2.749e+07  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.652959   3.5 (4D)sp 6D  K88  
   106.4658              -6.639 1.689e+02  26.01 Fe II       0.301294   3.5 d7 a4F        11.946740   3.5 (4G)sp t2F K88  
   106.4921              -2.047 2.639e+07  26.01 Fe II       0.121139   0.5 (5D)4s a6D    11.763712   0.5 (4P)sp 4P  K88  
   106.5229              -6.147 1.048e+03  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.746160   1.5 (4P)sp 4P  K88  
   106.5537              -6.218 5.927e+02  26.01 Fe II       0.301294   3.5 d7 a4F        11.937135   2.5 (4G)sp t2F K88  
   106.5666              -3.939 1.127e+05  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.741385   2.5 (3P)4p 2D  K88  
   106.5792              -1.936 1.134e+07  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.680767   2.5 (4P)sp 4P  K88  
   106.5843              -1.305 4.848e+07  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.739455   2.5 (4D)sp 6P  K88  
   106.5995              -5.564 1.602e+03  26.01 Fe II       0.301294   3.5 d7 a4F        11.932140   4.5 (4G)sp v2H K88  
   106.6242              -4.790 1.189e+04  26.01 Fe II       0.301294   3.5 d7 a4F        11.929440   3.5 (4P)sp 4D  K88  
   106.6511              -5.267 3.171e+03  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.672927   4.5 (4G)sp w4G K88  
   106.6529              -1.562 4.019e+07  26.01 Fe II       0.121139   0.5 (5D)4s a6D    11.746160   1.5 (4P)sp 4P  K88  
   106.7367              -3.613 1.784e+05  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.663595   3.5 (4G)sp w4G K88  
   106.7544              -0.707 1.149e+08  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.661678   4.5 (4D)sp 6D  K88  
   106.8337              -4.356 4.291e+04  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.653048   2.5 (4G)sp w4G K88  
   106.8346              -0.463 2.515e+08  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.652959   3.5 (4D)sp 6D  K88  
   106.8769              -4.314 4.723e+04  26.01 Fe II       0.301294   3.5 d7 a4F        11.901949   2.5 (4P)sp 4D  K88  
   106.9015              -2.307 4.797e+06  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.680767   2.5 (4P)sp 4P  K88  
   106.9301              -6.346 3.287e+02  26.01 Fe II       0.351861   2.5 d7 a4F        11.946740   3.5 (4G)sp t2F K88  
   106.9660              -3.667 1.569e+05  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.590991   3.5 (3F)4p u4F K88  
   106.9695              -4.490 1.886e+04  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.590611   4.5 (3F)4p u4F K88  
   107.0135              -1.441 3.516e+07  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.633559   2.5 (4D)sp 6D  K88  
   107.0188              -6.450 3.444e+02  26.01 Fe II       0.351861   2.5 d7 a4F        11.937135   2.5 (4G)sp t2F K88  
   107.0600              -5.432 2.690e+03  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.663595   3.5 (4G)sp w4G K88  
   107.0899              -5.598 1.835e+03  26.01 Fe II       0.351861   2.5 d7 a4F        11.929440   3.5 (4P)sp 4D  K88  
   107.1247              -2.998 9.732e+05  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.680767   2.5 (4P)sp 4P  K88  
   107.1576              -3.794 1.556e+05  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.653048   2.5 (4G)sp w4G K88  
   107.1584              -0.621 1.738e+08  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.652959   3.5 (4D)sp 6D  K88  
   107.2880              -4.185 4.731e+04  26.01 Fe II       0.232169   4.5 d7 a4F        11.788373   3.5 (3F)4p 2F  K88  
   107.3276              -1.416 5.554e+07  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.634719   1.5 (4D)sp 6D  K88  
   107.3321              -0.975 3.066e+08  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.658405   0.5 (4D)sp 6D  K88  
   107.3384              -0.828 1.434e+08  26.01 Fe II       0.082782   2.5 (5D)4s a6D    11.633559   2.5 (4D)sp 6D  K88  
   107.3399              -6.000 9.648e+02  26.01 Fe II       0.386516   1.5 d7 a4F        11.937135   2.5 (4G)sp t2F K88  
   107.3448              -5.068 8.249e+03  26.01 Fe II       0.351861   2.5 d7 a4F        11.901949   2.5 (4P)sp 4D  K88  
   107.3769              -4.953 8.058e+03  26.01 Fe II       0.000000   4.5 (5D)4s a6D    11.546636   3.5 (3F)4p 4D  K88  
   107.3819              -4.046 8.672e+04  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.653048   2.5 (4G)sp w4G K88  
   107.4081              -2.826 1.079e+06  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.590991   3.5 (3F)4p u4F K88  
   107.4116              -3.397 2.318e+05  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.590611   4.5 (3F)4p u4F K88  
   107.4641              -1.505 9.028e+07  26.01 Fe II       0.121139   0.5 (5D)4s a6D    11.658405   0.5 (4D)sp 6D  K88  
   107.5036              -4.639 3.313e+04  26.01 Fe II       0.351861   2.5 d7 a4F        11.884883   1.5 (4P)sp 4D  K88  
   107.5147              -3.809 1.493e+05  26.01 Fe II       0.047708   3.5 (5D)4s a6D    11.579549   2.5 (3F)4p u4F K88  
   107.5526              -1.370 6.149e+07  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.634719   1.5 (4D)sp 6D  K88  
   107.5635              -0.666 2.073e+08  26.01 Fe II       0.106950   1.5 (5D)4s a6D    11.633559   2.5 (4D)sp 6D  K88  
   107.6535              -4.486 2.350e+04  26.01 Fe II       0.232169   4.5 d7 a4F        11.749142   3.5 (4D)sp 6P  K88  
   107.6679              -5.862 1.318e+03  26.01 Fe II       0.386516   1.5 d7 a4F        11.901949   2.5 (4P)sp 4D  K88  
   107.6852              -0.771 2.436e+08  26.01 Fe II       0.121139   0.5 (5D)4s a6D    11.634719   1.5 (4D)sp 6D  K88  
