--------------------------------------------------------------------------------------------------------------------------
    Wl_vac      Wl_air   log_gf   A-Value   Elem. Element E_lower_lev.   J   Config.    E_upper_lev.   J   Config.    Ref.
     / nm        / nm              / 1/s   (Code) (Name)      / eV     lower lower          / eV     upper upper          
  1308.5492   1308.1914  -3.559 2.151e+03  22.00 Ti I        3.334299   3.0 (1D)sp x3F     4.281793   2.0 d4 d3P     K    
  1308.7515   1308.3936  -2.112 4.298e+04  22.00 Ti I        4.914860   3.0 (4F)5s f3F     5.862207   3.0 (2F)4p p3F K    
  1308.8599   1308.5020  -3.394 5.239e+03  22.00 Ti I        2.231156   0.0 (2P)4s b3P     3.178425   1.0 (3P)sp y5D K    
  1309.1408   1308.7828  -3.242 4.458e+03  22.00 Ti I        2.239326   1.0 (2P)4s b3P     3.186392   2.0 (3P)sp y5D K    
  1309.6194   1309.2613  -2.967 8.392e+03  22.00 Ti I        4.225208   3.0 (1G)sp v3F     5.171928   2.0 s4F)4d e5G K    
  1309.8478   1309.4896  -3.559 3.577e+03  22.00 Ti I        4.242657   0.0 d4 d3P         5.189211   1.0 s4F)5p 5F  K    
  1310.3658   1310.0075  -2.609 9.557e+04  22.00 Ti I        4.256109   1.0 d4 d3P         5.202289   0.0 (2P)4p u3P K    
  1311.0421   1310.6836  -3.371 1.835e+03  22.00 Ti I        3.423784   4.0 (3F)sp y3G     4.369476   4.0 d4 3F2     K    
  1311.2040   1310.8455  -4.023 7.359e+02  22.00 Ti I        3.708650   3.0 (3F)sp w3D     4.654226   2.0 s4F)5s e3F K    
  1311.5717   1311.2131  -2.675 1.639e+04  22.00 Ti I        3.409439   3.0 (3F)sp y3G     4.354749   2.0 d4 3F2     K    
  1311.6259   1311.2673  -0.880 1.022e+06  22.00 Ti I        3.708955   3.0 (1G)sp x3G     4.654226   2.0 s4F)5s e3F K    
  1312.5446   1312.1857  -3.321 3.698e+03  22.00 Ti I        3.089824   1.0 (3P)sp z3S     4.034434   2.0 (2D1)4s 3D K    
  1312.7120   1312.3531  -3.356 3.410e+03  22.00 Ti I        4.731170   3.0 (3P)sp u3D     5.675659   2.0 s2F)4d 3F  K    
  1313.4006   1313.0415  -3.118 3.274e+03  22.00 Ti I        4.240878   4.0 (1G)sp v3F     5.184871   4.0 s4F)4d e5G K    
  1313.6270   1313.2678  -2.983 4.466e+03  22.00 Ti I        4.479832   4.0 d4 b3G         5.423663   4.0 s4F)5p r3F K    
  1313.8253   1313.4661  -2.652 2.870e+04  22.00 Ti I        4.281793   2.0 d4 d3P         5.225481   1.0 s2 4p q3D  K    
  1316.3200   1315.9601  -3.055 3.768e+03  22.00 Ti I        5.094189   3.0 s4F)5s e1F     6.036089   4.0 s2F)5p 3G  K    
  1317.0089   1316.6488  -3.026 7.244e+03  22.00 Ti I        4.225208   3.0 (1G)sp v3F     5.166616   2.0 (2D1)4s 1D K    
  1318.1998   1317.8394  -1.865 7.483e+04  22.00 Ti I        3.574270   2.0 d4 a5D         4.514827   3.0 (4P)4p y5P K    
  1318.5257   1318.1652  -2.975 5.806e+03  22.00 Ti I        5.115027   4.0 s4F)5p?u3G     6.055352   3.0 d2 4p2 e3D K    
  1319.4197   1319.0589  -1.637 9.820e+04  22.00 Ti I        4.420396   3.0 (4P)4p w5D     5.360083   4.0 s4F)4d g5F K    
  1319.5103   1319.1495  -3.576 2.034e+03  22.00 Ti I        4.256109   1.0 d4 d3P         5.195732   2.0 s4F)5p 5F  K    
  1320.2476   1319.8866  -4.269 6.866e+02  22.00 Ti I        2.239326   1.0 (2P)4s b3P     3.178425   1.0 (3P)sp y5D K    
  1320.5485   1320.1874  -1.419 1.325e+05  22.00 Ti I        4.433352   4.0 (4P)4p w5D     5.372236   5.0 s4F)4d g5F K    
  1320.8130   1320.4519  -1.852 7.680e+04  22.00 Ti I        4.410997   2.0 (4P)4p w5D     5.349693   3.0 s4F)4d g5F K    
  1321.0462   1320.6850  -3.576 1.449e+03  22.00 Ti I        4.465117   2.0 s4F)5s e5F     5.403647   3.0 s4F)5p r3F K    
  1321.4889   1321.1276  -3.981 7.980e+02  22.00 Ti I        2.174706   3.0 2D2)4s a3D     3.112922   2.0 (3F)sp y3F K    
  1322.2289   1321.8674  -2.058 3.035e+04  22.00 Ti I        3.569304   4.0 (4F)4p y5F     4.506995   5.0 s4F)5s e5F K    
  1322.2815   1321.9200  -2.571 2.049e+04  22.00 Ti I        2.174706   3.0 2D2)4s a3D     3.112360   2.0 (3P)sp z5S K    
  1322.3315   1321.9700  -2.395 1.707e+04  22.00 Ti I        4.731170   3.0 (3P)sp u3D     5.668788   4.0 s2F)4d f3H K    
  1322.7823   1322.4206  -2.459 1.893e+04  22.00 Ti I        3.423784   4.0 (3F)sp y3G     4.361082   3.0 d4 3F2     K    
  1323.7502   1323.3883  -3.388 3.116e+03  22.00 Ti I        5.104430   3.0 s4F)5p?u3G     6.041043   2.0 d2 4p2 e3D K    
  1323.9396   1323.5776  -2.081 6.316e+04  22.00 Ti I        4.404879   1.0 (4P)4p w5D     5.341358   2.0 s4F)4d g5F K    
  1324.0566   1323.6946  -3.632 1.268e+03  22.00 Ti I        4.240878   4.0 (1G)sp v3F     5.177274   3.0 s4F)4d e5G K    
  1324.2250   1323.8629  -2.611 3.105e+04  22.00 Ti I        2.153547   1.0 2D2)4s a3D     3.089824   1.0 (3P)sp z3S K    
  1324.3277   1323.9656  -3.974 4.038e+03  22.00 Ti I        2.239326   1.0 (2P)4s b3P     3.175531   0.0 (3P)sp y5D K    
  1324.6516   1324.2894  -1.522 2.285e+05  22.00 Ti I        3.569693   1.0 d4 a5D         4.505669   2.0 (4P)4p y5P K    
  1324.9726   1324.6103  -2.443 1.957e+04  22.00 Ti I        4.656233   3.0 (2G)4p v3G     5.591983   3.0 s4F)5s 5D  K    
  1325.1180   1324.7557  -1.168 3.686e+05  22.00 Ti I        4.669244   3.0 s4F)5s e3F     5.604890   3.0 (4F)5p n3D K    
  1325.1190   1324.7567  -2.406 2.983e+04  22.00 Ti I        4.914860   3.0 (4F)5s f3F     5.850506   2.0 (2F)4p p3F K    
  1325.5460   1325.1836  -1.360 1.841e+05  22.00 Ti I        4.488319   5.0 d4 b3G         5.423663   4.0 s4F)5p r3F K    
  1325.9349   1325.5724  -3.377 1.769e+03  22.00 Ti I        4.479832   4.0 d4 b3G         5.414902   4.0 (2H)4p v1G K    
  1325.9437   1325.5812  -2.748 2.259e+04  22.00 Ti I        2.231156   0.0 (2P)4s b3P     3.166220   1.0 (1D)sp z3P K    
  1326.5230   1326.1603  -1.545 2.161e+05  22.00 Ti I        4.172796   2.0 (4F)4p w3F     5.107451   2.0 s2F)5s 3F  K    
  1326.5443   1326.1816  -3.701 1.078e+03  22.00 Ti I        5.042500   2.0 (4P)4p r3D     5.977141   3.0 d2 4p2 j5F K    
  1326.7935   1326.4307  -0.774 1.275e+06  22.00 Ti I        3.409339   3.0 (2F)4s a1F     4.343803   2.0 (3P)sp x1D K    
  1326.9877   1326.6249  -3.429 1.567e+03  22.00 Ti I        4.489335   4.0 s4F)5s e5F     5.423663   4.0 s4F)5p r3F K    
  1327.0961   1326.7333  -0.700 1.511e+06  22.00 Ti I        4.845023   1.0 a2D)4p x1P     5.779275   2.0 s2D)5s 1D  K    
  1327.3664   1327.0035  -3.571 2.033e+03  22.00 Ti I        4.173390   1.0 (1D)sp z1P     5.107451   2.0 s2F)5s 3F  K    
  1327.6395   1327.2765  -1.023 5.127e+05  22.00 Ti I        3.580957   3.0 d4 a5D         4.514827   3.0 (4P)4p y5P K    
  1327.8807   1327.5176  -4.974 8.032e+01  22.00 Ti I        2.505652   2.0 2D2)4s b1D     3.439351   2.0 (3P)sp z5P K    
  1327.9266   1327.5635  -2.358 5.529e+04  22.00 Ti I        4.401861   0.0 (4P)4p w5D     5.335528   1.0 s4F)4d g5F K    
  1328.7312   1328.3679  -3.641 2.878e+03  22.00 Ti I        4.256109   1.0 d4 d3P         5.189211   1.0 s4F)5p 5F  K    
  1328.7813   1328.4180  -1.398 5.036e+05  22.00 Ti I        3.567364   0.0 d4 a5D         4.500431   1.0 (4P)4p y5P K    
  1328.8897   1328.5264  -0.984 7.838e+05  22.00 Ti I        4.654226   2.0 s4F)5s e3F     5.587216   2.0 (4F)5p n3D K    
  1329.0070   1328.6436  -3.995 1.273e+03  22.00 Ti I        3.323201   2.0 (1D)sp x3F     4.256109   1.0 d4 d3P     K    
  1330.1607   1329.7970  -2.874 7.198e+03  22.00 Ti I        4.471548   3.0 d4 b3G         5.403647   3.0 s4F)5p r3F K    
  1330.8266   1330.4627  -2.602 1.883e+04  22.00 Ti I        4.175818   3.0 (4F)4p w3F     5.107451   2.0 s2F)5s 3F  K    
  1330.9336   1330.5697  -2.042 3.418e+05  22.00 Ti I        2.239326   1.0 (2P)4s b3P     3.170885   0.0 (3P)sp 3P  K    
  1331.1599   1330.7960  -0.932 8.804e+05  22.00 Ti I        3.574270   2.0 d4 a5D         4.505669   2.0 (4P)4p y5P K    
  1331.3743   1331.0103  -3.297 2.713e+03  22.00 Ti I        4.861961   3.0 (4F)5s f5F     5.793211   3.0 (2F)4p s3G K    
  1331.8367   1331.4726  -3.498 2.389e+03  22.00 Ti I        4.458361   1.0 s4F)5s e5F     5.389288   2.0 s4F)5p r3F K    
  1332.1062   1331.7420  -1.045 1.130e+06  22.00 Ti I        3.569693   1.0 d4 a5D         4.500431   1.0 (4P)4p y5P K    
  1332.2336   1331.8694  -2.302 6.249e+04  22.00 Ti I        4.404879   1.0 (4P)4p w5D     5.335528   1.0 s4F)4d g5F K    
  1332.2407   1331.8765  -1.909 5.149e+04  22.00 Ti I        3.558691   3.0 (4F)4p y5F     4.489335   4.0 s4F)5s e5F K    
  1332.6461   1332.2817  -2.115 5.764e+04  22.00 Ti I        4.410997   2.0 (4P)4p w5D     5.341358   2.0 s4F)4d g5F K    
  1333.6153   1333.2507  -2.595 1.361e+04  22.00 Ti I        2.249729   2.0 (2P)4s b3P     3.179413   3.0 (4F)4p y3D K    
  1333.8207   1333.4560  -3.156 8.726e+03  22.00 Ti I        2.160283   2.0 2D2)4s a3D     3.089824   1.0 (3P)sp z3S K    
  1334.0508   1333.6861  -3.592 1.370e+03  22.00 Ti I        4.932826   4.0 (4F)5s f3F     5.862207   3.0 (2F)4p p3F K    
  1334.1716   1333.8068  -2.040 4.882e+04  22.00 Ti I        4.420396   3.0 (4P)4p w5D     5.349693   3.0 s4F)4d g5F K    
  1334.1837   1333.8189  -3.647 9.385e+02  22.00 Ti I        4.782406   5.0 (2H)4p z3I     5.711694   4.0 s2F)4d e1G K    
  1334.7343   1334.3694  -4.641 1.222e+02  22.00 Ti I        2.480433   2.0 (3F)sp z3D     3.409339   3.0 (2F)4s a1F K    
  1334.7460   1334.3811  -2.218 2.518e+04  22.00 Ti I        3.440578   5.0 (3F)sp y3G     4.369476   4.0 d4 3F2     K    
  1335.0354   1334.6704  -3.327 5.875e+03  22.00 Ti I        2.249729   2.0 (2P)4s b3P     3.178425   1.0 (3P)sp y5D K    
  1335.6818   1335.3166  -3.380 2.226e+03  22.00 Ti I        4.475401   3.0 s4F)5s e5F     5.403647   3.0 s4F)5p r3F K    
  1336.0784   1335.7131  -3.277 2.194e+03  22.00 Ti I        5.064030   3.0 (4P)4p r3D     5.992001   4.0 d2 4p2 j5F K    
  1336.0966   1335.7313  -3.854 7.471e+02  22.00 Ti I        4.664024   4.0 (2G)4p v3G     5.591983   3.0 s4F)5s 5D  K    
  1336.1110   1335.7457  -3.892 5.324e+02  22.00 Ti I        4.302278   5.0 (2G)4p z1H     5.230227   4.0 s4F)4d e5D K    
  1336.9325   1336.5670  -3.713 1.032e+03  22.00 Ti I        4.664605   3.0 s2 4p x1F      5.591983   3.0 s4F)5s 5D  K    
  1337.6319   1337.2662  -2.823 1.868e+04  22.00 Ti I        2.239326   1.0 (2P)4s b3P     3.166220   1.0 (1D)sp z3P K    
  1337.8652   1337.4994  -2.093 3.342e+04  22.00 Ti I        4.433352   4.0 (4P)4p w5D     5.360083   4.0 s4F)4d g5F K    
  1338.0794   1337.7136  -2.581 1.086e+04  22.00 Ti I        4.488319   5.0 d4 b3G         5.414902   4.0 (2H)4p v1G K    
  1338.6883   1338.3223  -1.153 8.723e+05  22.00 Ti I        3.574270   2.0 d4 a5D         4.500431   1.0 (4P)4p y5P K    
  1338.7890   1338.4230  -3.948 3.813e+02  22.00 Ti I        4.302278   5.0 (2G)4p z1H     5.228370   5.0 s4F)4d e3G K    
  1339.9765   1339.6102  -0.435 1.949e+06  22.00 Ti I        4.654226   2.0 s4F)5s e3F     5.579497   3.0 (4F)5p 3G  K    
  1340.0226   1339.6562  -0.443 1.913e+06  22.00 Ti I        3.589587   4.0 d4 a5D         4.514827   3.0 (4P)4p y5P K    
  1340.7869   1340.4203  -0.729 1.385e+06  22.00 Ti I        3.580957   3.0 d4 a5D         4.505669   2.0 (4P)4p y5P K    
  1340.8958   1340.5292  -1.929 6.241e+04  22.00 Ti I        3.550764   2.0 (4F)4p y5F     4.475401   3.0 s4F)5s e5F K    
  1341.0499   1340.6833  -3.033 1.146e+04  22.00 Ti I        4.410997   2.0 (4P)4p w5D     5.335528   1.0 s4F)4d g5F K    
  1341.2775   1340.9108  -1.881 5.418e+04  22.00 Ti I        1.502489   4.0 s2 a1G         2.426863   4.0 (3F)sp z3F K    
  1341.3258   1340.9591  -1.112 2.604e+05  22.00 Ti I        3.582654   5.0 (4F)4p y5F     4.506995   5.0 s4F)5s e5F K    
  1341.3983   1341.0316  -2.967 5.714e+03  22.00 Ti I        5.094189   3.0 s4F)5s e1F     6.018479   3.0 s2F)5p 3G  K    
  1341.5722   1341.2054  -3.667 1.596e+03  22.00 Ti I        4.465117   2.0 s4F)5s e5F     5.389288   2.0 s4F)5p r3F K    
  1342.0887   1341.7218  -1.464 1.817e+05  22.00 Ti I        4.479832   4.0 d4 b3G         5.403647   3.0 s4F)5p r3F K    
  1342.2805   1341.9135  -3.878 1.634e+03  22.00 Ti I        3.112922   2.0 (3F)sp y3F     4.036605   1.0 (2D1)4s 3D K    
  1343.6110   1343.2437  -3.353 3.278e+03  22.00 Ti I        4.668586   2.0 a2D)4p u3F     5.591355   2.0 s2D)5s 5D  K    
  1344.3503   1343.9828  -3.668 2.642e+03  22.00 Ti I        4.668586   2.0 a2D)4p u3F     5.590847   1.0 s2D)5s 5D  K    
  1344.4974   1344.1298  -0.304 2.036e+06  22.00 Ti I        4.669244   3.0 s4F)5s e3F     5.591404   4.0 (4F)5p 3G  K    
  1344.6228   1344.2552  -3.487 2.404e+03  22.00 Ti I        3.112360   2.0 (3P)sp z5S     4.034434   2.0 (2D1)4s 3D K    
  1344.9418   1344.5741  -2.378 2.206e+04  22.00 Ti I        5.107451   2.0 s2F)5s 3F      6.029307   3.0 s2F)5p 3F  K    
  1345.1236   1344.7559  -3.529 1.558e+03  22.00 Ti I        3.439351   2.0 (3P)sp z5P     4.361082   3.0 d4 3F2     K    
  1345.4698   1345.1020  -1.989 7.558e+04  22.00 Ti I        2.239326   1.0 (2P)4s b3P     3.160820   2.0 (1D)sp z3P K    
  1345.6172   1345.2493  -2.993 5.348e+03  22.00 Ti I        4.172796   2.0 (4F)4p w3F     5.094189   3.0 s4F)5s e1F K    
  1346.2461   1345.8781  -2.936 8.529e+03  22.00 Ti I        4.420396   3.0 (4P)4p w5D     5.341358   2.0 s4F)4d g5F K    
  1346.3192   1345.9511  -0.424 4.621e+06  22.00 Ti I        4.654226   2.0 s4F)5s e3F     5.575138   1.0 (4F)5p n3D K    
  1346.4445   1346.0764  -3.070 4.474e+03  22.00 Ti I        4.708497   2.0 (3P)sp u3D     5.629324   3.0 s2F)4d 3G  K    
  1346.9287   1346.5605  -3.592 1.045e+03  22.00 Ti I        4.924086   3.0 a2D)4p s3D     5.844582   4.0 d2 4p2 g5G K    
  1347.3288   1346.9605  -2.087 2.734e+04  22.00 Ti I        5.088295   5.0 (2H)4p y1H     6.008518   5.0 d2 4p2 j5F K    
  1347.6090   1347.2406  -1.308 2.008e+05  22.00 Ti I        3.569304   4.0 (4F)4p y5F     4.489335   4.0 s4F)5s e5F K    
  1348.2024   1347.8338  -2.107 5.736e+04  22.00 Ti I        3.545491   1.0 (4F)4p y5F     4.465117   2.0 s4F)5s e5F K    
  1349.2196   1348.8507  -3.797 8.353e+02  22.00 Ti I        3.112360   2.0 (3P)sp z5S     4.031292   3.0 (2D1)4s 3D K    
  1349.3623   1348.9934  -1.298 2.635e+05  22.00 Ti I        4.463450   4.0 (1G)sp y1G     5.382285   3.0 d4 1F      K    
  1349.7284   1349.3594  -2.599 3.073e+04  22.00 Ti I        4.281793   2.0 d4 d3P         5.200379   1.0 (2P)4p u3P K    
  1350.0458   1349.6767  -2.292 2.669e+04  22.00 Ti I        4.175818   3.0 (4F)4p w3F     5.094189   3.0 s4F)5s e1F K    
  1350.1031   1349.7340  -3.612 9.935e+02  22.00 Ti I        4.302278   5.0 (2G)4p z1H     5.220610   4.0 s4F)4d g3F K    
  1350.3725   1350.0033  -2.476 1.358e+04  22.00 Ti I        5.129102   3.0 s2F)5s 3F      6.047250   4.0 s2F)5p 3F  K    
  1350.6307   1350.2615  -0.340 3.343e+06  22.00 Ti I        4.669244   3.0 s4F)5s e3F     5.587216   2.0 (4F)5p n3D K    
  1350.8767   1350.5074  -1.652 9.050e+04  22.00 Ti I        4.225208   3.0 (1G)sp v3F     5.143014   4.0 s4F)4d 3F  K    
  1350.9730   1350.6037  -1.589 1.883e+05  22.00 Ti I        4.471548   3.0 d4 b3G         5.389288   2.0 s4F)5p r3F K    
  1351.8629   1351.4933  -2.915 4.932e+03  22.00 Ti I        4.794558   4.0 (2G)4p t3F     5.711694   4.0 s2F)4d e1G K    
  1352.4911   1352.1214  -1.516 1.588e+05  22.00 Ti I        3.558691   3.0 (4F)4p y5F     4.475401   3.0 s4F)5s e5F K    
  1352.5108   1352.1411  -2.530 9.783e+03  22.00 Ti I        5.143014   4.0 s4F)4d 3F      6.059710   5.0 s2F)5p 3G  K    
  1352.5319   1352.1621  -1.788 1.188e+05  22.00 Ti I        4.281793   2.0 d4 d3P         5.198475   2.0 (2P)4p u3P K    
  1352.5526   1352.1828  -2.834 5.937e+03  22.00 Ti I        4.506995   5.0 s4F)5s e5F     5.423663   4.0 s4F)5p r3F K    
  1352.8140   1352.4442  -2.097 9.717e+04  22.00 Ti I        2.249729   2.0 (2P)4s b3P     3.166220   1.0 (1D)sp z3P K    
  1353.0348   1352.6649  -3.106 4.078e+03  22.00 Ti I        4.433352   4.0 (4P)4p w5D     5.349693   3.0 s4F)4d g5F K    
  1353.4836   1353.1136  -1.826 7.765e+04  22.00 Ti I        4.213064   2.0 (1G)sp v3F     5.129102   3.0 s2F)5s 3F  K    
  1353.6924   1353.3223  -2.415 4.666e+04  22.00 Ti I        5.125227   2.0 s2 4p s3F      6.041124   1.0 d2 4p2 e3D K    
  1353.7579   1353.3878  -0.077 2.771e+06  22.00 Ti I        4.689672   4.0 s4F)5s e3F     5.605524   5.0 (4F)5p 3G  K    
  1353.7845   1353.4144  -2.472 1.364e+04  22.00 Ti I        4.778886   3.0 (2G)4p t3F     5.694720   4.0 s2F)4d 3F  K    
  1353.8179   1353.4478  -3.486 1.698e+03  22.00 Ti I        4.178377   4.0 (4F)4p w3F     5.094189   3.0 s4F)5s e1F K    
  1353.8411   1353.4710  -2.256 2.883e+04  22.00 Ti I        4.767355   2.0 (2G)4p t3F     5.683150   3.0 s2F)4d 3F  K    
  1354.1726   1353.8024  -1.630 1.218e+05  22.00 Ti I        4.868341   2.0 s2 4p w1D      5.783912   3.0 s2F)4d f1F K    
  1354.2580   1353.8878  -0.736 9.542e+05  22.00 Ti I        4.654226   2.0 s4F)5s e3F     5.569739   3.0 (4F)5p q3F K    
  1354.4294   1354.0591  -4.011 7.090e+02  22.00 Ti I        3.439351   2.0 (3P)sp z5P     4.354749   2.0 d4 3F2     K    
  1354.6956   1354.3253  -0.141 3.753e+06  22.00 Ti I        4.689672   4.0 s4F)5s e3F     5.604890   3.0 (4F)5p n3D K    
  1354.8368   1354.4664  -0.754 7.114e+05  22.00 Ti I        4.669244   3.0 s4F)5s e3F     5.584367   4.0 (4F)5p q3F K    
  1355.4691   1355.0985  -2.265 3.944e+04  22.00 Ti I        2.239326   1.0 (2P)4s b3P     3.154022   2.0 (4F)4p y3D K    
  1355.9771   1355.6064  -1.714 1.402e+05  22.00 Ti I        3.550764   2.0 (4F)4p y5F     4.465117   2.0 s4F)5s e5F K    
  1356.0377   1355.6670  -3.476 1.732e+03  22.00 Ti I        4.489335   4.0 s4F)5s e5F     5.403647   3.0 s4F)5p r3F K    
  1356.2675   1355.8967  -3.279 3.815e+03  22.00 Ti I        5.094189   3.0 s4F)5s e1F     6.008346   2.0 s2F)5p 3F  K    
  1356.4637   1356.0929  -4.624 1.231e+02  22.00 Ti I        2.495313   3.0 (3F)sp z3D     3.409339   3.0 (2F)4s a1F K    
  1356.5911   1356.2202  -3.985 7.503e+02  22.00 Ti I        4.281793   2.0 d4 d3P         5.195732   2.0 s4F)5p 5F  K    
  1357.6073   1357.2362  -3.654 2.676e+03  22.00 Ti I        5.171928   2.0 s4F)4d e5G     6.085183   1.0 s2F)5p 3D  K    
  1358.1795   1357.8082  -1.810 1.867e+05  22.00 Ti I        3.545491   1.0 (4F)4p y5F     4.458361   1.0 s4F)5s e5F K    
  1358.3955   1358.0242  -3.736 1.328e+03  22.00 Ti I        4.767355   2.0 (2G)4p t3F     5.680080   2.0 s4F)6s h5F K    
  1358.9878   1358.6163  -3.087 4.223e+03  22.00 Ti I        4.679655   3.0 a2D)4p u3F     5.591983   3.0 s4F)5s 5D  K    
  1359.5923   1359.2206  -3.792 1.165e+03  22.00 Ti I        2.487481   1.0 (2P)4s a1P     3.399402   2.0 (1D)sp x3D K    
  1359.7306   1359.3589  -2.861 5.520e+03  22.00 Ti I        3.457647   3.0 (3P)sp z5P     4.369476   4.0 d4 3F2     K    
  1360.3373   1359.9654  -4.297 2.021e+02  22.00 Ti I        2.236329   4.0 (2H)4s a3H     3.147752   4.0 (3F)sp y3F K    
  1360.7529   1360.3809  -3.468 1.752e+03  22.00 Ti I        4.778886   3.0 (2G)4p t3F     5.690030   3.0 s4F)6s h5F K    
  1360.8314   1360.4594  -1.713 1.395e+05  22.00 Ti I        2.249729   2.0 (2P)4s b3P     3.160820   2.0 (1D)sp z3P K    
  1360.9264   1360.5544  -2.624 1.223e+04  22.00 Ti I        5.107451   2.0 s2F)5s 3F      6.018479   3.0 s2F)5p 3G  K    
  1361.0663   1360.6942  -2.635 1.669e+04  22.00 Ti I        4.868341   2.0 s2 4p w1D      5.779275   2.0 s2D)5s 1D  K    
  1361.6070   1361.2348  -3.243 2.937e+03  22.00 Ti I        4.920432   2.0 a2D)4p s3D     5.831005   3.0 d2 4p2 g5G K    
  1362.0849   1361.7126  -1.684 1.063e+05  22.00 Ti I        4.669244   3.0 s4F)5s e3F     5.579497   3.0 (4F)5p 3G  K    
  1362.5172   1362.1447  -3.209 2.467e+03  22.00 Ti I        4.731170   3.0 (3P)sp u3D     5.641134   4.0 s4F)4d 3G  K    
  1362.9883   1362.6157  -3.382 1.655e+03  22.00 Ti I        4.794558   4.0 (2G)4p t3F     5.704208   4.0 s4F)6s h5F K    
  1364.0855   1363.7126  -3.115 5.501e+03  22.00 Ti I        4.393907   1.0 y3S            5.302825   2.0 s4F)4d 3D  K    
  1365.0078   1364.6347  -2.391 2.910e+04  22.00 Ti I        4.767355   2.0 (2G)4p t3F     5.675659   2.0 s2F)4d 3F  K    
  1365.6857   1365.3124  -2.874 1.593e+04  22.00 Ti I        2.231156   0.0 (2P)4s b3P     3.139009   1.0 (4F)4p y3D K    
  1365.8683   1365.4949  -3.978 4.179e+02  22.00 Ti I        3.869052   3.0 (3P)sp v3D     4.776784   4.0 d4 1G2     K    
  1366.0700   1365.6966  -2.114 9.163e+04  22.00 Ti I        3.550764   2.0 (4F)4p y5F     4.458361   1.0 s4F)5s e5F K    
  1366.9897   1366.6160  -2.439 1.443e+04  22.00 Ti I        5.129102   3.0 s2F)5s 3F      6.036089   4.0 s2F)5p 3G  K    
  1367.4516   1367.0778  -2.062 3.436e+04  22.00 Ti I        3.582654   5.0 (4F)4p y5F     4.489335   4.0 s4F)5s e5F K    
  1367.4869   1367.1131  -3.668 1.532e+03  22.00 Ti I        3.127777   3.0 (3F)sp y3F     4.034434   2.0 (2D1)4s 3D K    
  1367.8358   1367.4619  -1.937 8.243e+04  22.00 Ti I        3.558691   3.0 (4F)4p y5F     4.465117   2.0 s4F)5s e5F K    
  1368.3329   1367.9589  -1.916 6.175e+04  22.00 Ti I        3.569304   4.0 (4F)4p y5F     4.475401   3.0 s4F)5s e5F K    
  1369.2654   1368.8911  -2.772 8.591e+03  22.00 Ti I        1.502489   4.0 s2 a1G         2.407969   3.0 (3F)sp z3F K    
  1369.2858   1368.9115  -2.605 9.815e+03  22.00 Ti I        4.806228   3.0 (2P)4p t3D     5.711694   4.0 s2F)4d e1G K    
  1370.2828   1369.9082  -2.410 4.607e+04  22.00 Ti I        3.866324   1.0 (3P)sp v3D     4.771132   1.0 d4 3D      K    
  1370.4957   1370.1211  -3.584 1.322e+03  22.00 Ti I        1.873167   3.0 (2G)4s a3G     2.777834   3.0 (3F)sp z1F K    
  1370.6548   1370.2801  -0.872 9.535e+05  22.00 Ti I        4.654226   2.0 s4F)5s e3F     5.558787   2.0 (4F)5p q3F K    
  1371.0611   1370.6863  -3.203 4.447e+03  22.00 Ti I        2.249729   2.0 (2P)4s b3P     3.154022   2.0 (4F)4p y3D K    
  1371.1055   1370.7307  -2.531 1.492e+04  22.00 Ti I        4.778886   3.0 (2G)4p t3F     5.683150   3.0 s2F)4d 3F  K    
  1371.1485   1370.7737  -2.563 1.078e+04  22.00 Ti I        5.143014   4.0 s4F)4d 3F      6.047250   4.0 s2F)5p 3F  K    
  1371.3330   1370.9581  -4.247 6.695e+02  22.00 Ti I        2.487481   1.0 (2P)4s a1P     3.391595   1.0 (1D)sp x3D K    
  1371.3522   1370.9773  -2.871 9.547e+03  22.00 Ti I        3.866324   1.0 (3P)sp v3D     4.770426   2.0 d4 3D      K    
  1371.4498   1371.0749  -3.751 4.840e+02  22.00 Ti I        4.794330   6.0 (2H)4p z3I     5.698368   6.0 s2F)4d f3H K    
  1371.5342   1371.1593  -2.945 1.342e+04  22.00 Ti I        3.867150   2.0 (3P)sp v3D     4.771132   1.0 d4 3D      K    
  1371.6684   1371.2934  -0.683 1.051e+06  22.00 Ti I        4.225208   3.0 (1G)sp v3F     5.129102   3.0 s2F)5s 3F  K    
  1371.9532   1371.5782  -2.595 1.000e+04  22.00 Ti I        5.088295   5.0 (2H)4p y1H     5.992001   4.0 d2 4p2 j5F K    
  1372.2417   1371.8666  -4.107 3.955e+02  22.00 Ti I        3.127777   3.0 (3F)sp y3F     4.031292   3.0 (2D1)4s 3D K    
  1372.3631   1371.9880  -3.420 1.923e+03  22.00 Ti I        3.457647   3.0 (3P)sp z5P     4.361082   3.0 d4 3F2     K    
  1372.5052   1372.1300  -2.833 7.430e+03  22.00 Ti I        3.867150   2.0 (3P)sp v3D     4.770492   3.0 d4 3D      K    
  1372.6056   1372.2304  -2.211 4.356e+04  22.00 Ti I        3.867150   2.0 (3P)sp v3D     4.770426   2.0 d4 3D      K    
  1372.7322   1372.3570  -3.769 1.205e+03  22.00 Ti I        4.393907   1.0 y3S            5.297100   2.0 s4F)4d e5P K    
  1373.1462   1372.7708  -3.718 9.674e+02  22.00 Ti I        5.190944   3.0 s4F)4d 3G      6.093864   3.0 s2F)5p 3D  K    
