--------------------------------------------------------------------------------------------------------------------------
    Wl_vac      Wl_air   log_gf   A-Value   Elem. Element E_lower_lev.   J   Config.    E_upper_lev.   J   Config.    Ref.
     / nm        / nm              / 1/s   (Code) (Name)      / eV     lower lower          / eV     upper upper          
   331.1918    331.0965  -4.215 7.413e+03  22.00 Ti I        1.739304   2.0 (4P)4s a5P     5.482882   2.0 (4F)5p 5F  K    
   331.2040    331.1087  -1.462 2.998e+06  22.00 Ti I        1.502489   4.0 s2 a1G         5.245928   3.0 s2 4p q3D  K    
   331.3607    331.2654  -4.236 5.040e+03  22.00 Ti I        1.748876   3.0 (4P)4s a5P     5.490544   3.0 (4F)5p 5F  K    
   331.3640    331.2687   0.027 7.182e+07  22.00 Ti I        2.102951   3.0 (3F)sp z5F     5.844582   4.0 d2 4p2 g5G K    
   331.4670    331.3716  -4.801 3.200e+03  22.00 Ti I        2.344714   2.0 (2P)4s c3P     6.085183   1.0 s2F)5p 3D  K    
   331.5375    331.4421   0.190 1.343e+08  22.00 Ti I        1.066554   2.0 s2 a3P         4.806228   3.0 (2P)4p t3D NBS  
   331.5469    331.4515  -0.440 7.344e+07  22.00 Ti I        1.052926   1.0 s2 a3P         4.792494   1.0 (2P)4p t3D NBS  
   331.5923    331.4969  -4.280 6.367e+03  22.00 Ti I        1.429756   2.0 (4F)4s b3F     5.168811   2.0 s(4F)5p 5G K    
   331.6188    331.5234  -0.114 6.664e+07  22.00 Ti I        2.092248   2.0 (3F)sp z5F     5.831005   3.0 d2 4p2 g5G K    
   331.7346    331.6392  -1.540 2.497e+06  22.00 Ti I        2.317901   4.0 (3F)sp z5D     6.055352   3.0 d2 4p2 e3D K    
   331.8912    331.7957  -2.698 2.428e+05  22.00 Ti I        2.305355   3.0 (3F)sp z5D     6.041043   2.0 d2 4p2 e3D K    
   331.9309    331.8354  -0.260 6.654e+07  22.00 Ti I        2.085062   1.0 (3F)sp z5F     5.820303   2.0 d2 4p2 g5G K    
   332.0377    331.9422  -4.524 2.586e+03  22.00 Ti I        1.443153   3.0 (4F)4s b3F     5.177193   3.0 s(4F)5p 5G K    
   332.2482    332.1526  -3.612 2.953e+04  22.00 Ti I        1.733519   1.0 (4P)4s a5P     5.465194   2.0 s4F)5p o3D K    
   332.2540    332.1584  -1.227 7.165e+06  22.00 Ti I        1.066554   2.0 s2 a3P         4.798164   2.0 (2P)4p t3D K    
   332.3110    332.2154  -3.009 6.573e+04  22.00 Ti I        1.980726   3.0 (3F)sp z5G     5.711694   4.0 s2F)4d e1G K    
   332.4621    332.3665  -1.011 6.537e+06  22.00 Ti I        2.305355   3.0 (3F)sp z5D     6.034628   4.0 s4F)5d k5F K    
   332.4759    332.3803   0.103 1.093e+08  22.00 Ti I        2.267368   4.0 (2G)4s b1G     5.996486   3.0 (2F)4p u1F K    
   332.4857    332.3901  -0.932 6.415e+06  22.00 Ti I        2.317901   4.0 (3F)sp z5D     6.046909   5.0 s4F)5d k5F K    
   332.5477    332.4521  -4.573 1.791e+03  22.00 Ti I        1.460138   4.0 (4F)4s b3F     5.188451   4.0 s4F)5p 5G  K    
   332.5569    332.4612  -2.380 5.028e+05  22.00 Ti I        0.899549   2.0 s2 a1D         4.627760   2.0 a2D)4p w3P K    
   332.5708    332.4751  -0.809 1.872e+07  22.00 Ti I        2.092248   2.0 (3F)sp z5F     5.820303   2.0 d2 4p2 g5G K    
   332.5709    332.4752  -0.641 1.969e+07  22.00 Ti I        2.102951   3.0 (3F)sp z5F     5.831005   3.0 d2 4p2 g5G K    
   332.6105    332.5148  -0.788 8.930e+06  22.00 Ti I        2.134436   5.0 (3F)sp z5F     5.862046   5.0 d2 4p2 g5G K    
   332.6185    332.5228  -0.630 1.570e+07  22.00 Ti I        2.117062   4.0 (3F)sp z5F     5.844582   4.0 d2 4p2 g5G K    
   332.6326    332.5369  -1.063 7.449e+06  22.00 Ti I        2.296815   2.0 (3F)sp z5D     6.024176   3.0 s4F)5d k5F K    
   332.7255    332.6298  -3.399 2.186e+04  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.605524   5.0 (4F)5p 3G  K    
   332.7439    332.6482  -4.071 7.308e+03  22.00 Ti I        1.429756   2.0 (4F)4s b3F     5.155871   3.0 (2G)4p v1F K    
   332.7596    332.6639  -2.167 1.367e+06  22.00 Ti I        1.066554   2.0 s2 a3P         4.792494   1.0 (2P)4p t3D K    
   332.7605    332.6648  -3.462 1.890e+04  22.00 Ti I        1.996899   4.0 (3F)sp z5G     5.722827   5.0 s4F)6s h5F K    
   332.7640    332.6683  -3.767 2.060e+04  22.00 Ti I        1.739304   2.0 (4P)4s a5P     5.465194   2.0 s4F)5p o3D K    
   332.7821    332.6864  -4.584 2.242e+03  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.604890   3.0 (4F)5p n3D K    
   332.7847    332.6890  -4.887 1.563e+03  22.00 Ti I        1.443153   3.0 (4F)4s b3F     5.168811   2.0 s(4F)5p 5G K    
   332.9792    332.8834  -3.183 4.386e+04  22.00 Ti I        1.980726   3.0 (3F)sp z5G     5.704208   4.0 s4F)6s h5F K    
   333.0318    332.9360  -1.264 6.549e+06  22.00 Ti I        2.291572   1.0 (3F)sp z5D     6.014466   2.0 s4F)5d k5F K    
   333.1545    333.0587  -3.233 5.020e+04  22.00 Ti I        1.968507   2.0 (3F)sp z5G     5.690030   3.0 s4F)6s h5F K    
   333.3858    333.2899  -1.643 4.551e+06  22.00 Ti I        2.289086   0.0 (3F)sp z5D     6.008026   1.0 s4F)5d 5F  K    
   333.3966    333.3007  -2.532 2.518e+05  22.00 Ti I        2.305355   3.0 (3F)sp z5D     6.024176   3.0 s4F)5d k5F K    
   333.4007    333.3048  -4.058 1.750e+04  22.00 Ti I        1.733519   1.0 (4P)4s a5P     5.452294   1.0 s4F)5p o3D K    
   333.4311    333.3352  -1.923 6.512e+05  22.00 Ti I        1.887088   5.0 (2G)4s a3G     5.605524   5.0 (4F)5p 3G  K    
   333.4489    333.3530  -3.654 1.479e+04  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.591404   4.0 (4F)5p 3G  K    
   333.4868    333.3909  -3.260 4.708e+04  22.00 Ti I        0.000000   2.0 s2 a3F         3.717815   3.0 (4F)4p x5D K    
   333.5014    333.4055  -1.961 1.312e+06  22.00 Ti I        2.296815   2.0 (3F)sp z5D     6.014466   2.0 s4F)5d k5F K    
   333.5067    333.4108  -3.261 3.653e+04  22.00 Ti I        1.443153   3.0 (4F)4s b3F     5.160746   4.0 s2 4p s3F  K    
   333.5282    333.4323  -1.987 1.236e+06  22.00 Ti I        2.102951   3.0 (3F)sp z5F     5.820303   2.0 d2 4p2 g5G K    
   333.5843    333.4884  -2.690 1.360e+05  22.00 Ti I        2.317901   4.0 (3F)sp z5D     6.034628   4.0 s4F)5d k5F K    
   333.6088    333.5129  -1.827 2.975e+06  22.00 Ti I        2.291572   1.0 (3F)sp z5D     6.008026   1.0 s4F)5d 5F  K    
   333.6242    333.5283  -4.228 3.939e+03  22.00 Ti I        1.502489   4.0 s2 a1G         5.218772   4.0 s4F)5p 5F  K    
   333.7578    333.6618  -2.381 2.767e+05  22.00 Ti I        1.996899   4.0 (3F)sp z5G     5.711694   4.0 s2F)4d e1G K    
   333.7715    333.6755  -2.898 1.082e+05  22.00 Ti I        1.968507   2.0 (3F)sp z5G     5.683150   3.0 s2F)4d 3F  K    
   333.7908    333.6948  -2.572 3.208e+05  22.00 Ti I        1.052926   1.0 s2 a3P         4.767355   2.0 (2G)4p t3F K    
   333.8249    333.7289  -3.894 1.528e+04  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.587216   2.0 (4F)5p n3D K    
   333.8298    333.7338  -3.223 3.980e+04  22.00 Ti I        1.980726   3.0 (3F)sp z5G     5.694720   4.0 s2F)4d 3F  K    
   333.8345    333.7385  -1.926 1.014e+06  22.00 Ti I        2.117062   4.0 (3F)sp z5F     5.831005   3.0 d2 4p2 g5G K    
   333.9201    333.8241  -4.872 2.677e+03  22.00 Ti I        1.739304   2.0 (4P)4s a5P     5.452294   1.0 s4F)5p o3D K    
   333.9445    333.8485  -3.537 2.481e+04  22.00 Ti I        1.443153   3.0 (4F)4s b3F     5.155871   3.0 (2G)4p v1F K    
   333.9793    333.8833  -2.055 7.526e+05  22.00 Ti I        1.066554   2.0 s2 a3P         4.778886   3.0 (2G)4p t3F K    
   333.9911    333.8951  -2.315 3.217e+05  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.591404   4.0 (4F)5p 3G  K    
   334.0476    333.9516  -2.052 1.061e+06  22.00 Ti I        1.968507   2.0 (3F)sp z5G     5.680080   2.0 s4F)6s h5F K    
   334.0801    333.9841  -3.043 1.804e+05  22.00 Ti I        2.296815   2.0 (3F)sp z5D     6.008026   1.0 s4F)5d 5F  K    
   334.0811    333.9851  -3.777 1.110e+04  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.584367   4.0 (4F)5p q3F K    
   334.1590    334.0629  -3.299 4.287e+04  22.00 Ti I        1.429756   2.0 (4F)4s b3F     5.140092   3.0 s2 4p s3F  K    
   334.1761    334.0800  -2.194 4.246e+05  22.00 Ti I        2.134436   5.0 (3F)sp z5F     5.844582   4.0 d2 4p2 g5G K    
   334.1917    334.0956  -3.268 3.580e+04  22.00 Ti I        2.174706   3.0 2D2)4s a3D     5.884678   4.0 (2F)4p p3F K    
   334.2511    334.1550  -2.331 9.287e+05  22.00 Ti I        0.899549   2.0 s2 a1D         4.608863   1.0 a2D)4p w3P K    
   334.2519    334.1558  -1.888 1.104e+06  22.00 Ti I        1.980726   3.0 (3F)sp z5G     5.690030   3.0 s4F)6s h5F K    
   334.2694    334.1733  -4.434 4.395e+03  22.00 Ti I        2.305355   3.0 (3F)sp z5D     6.014466   2.0 s4F)5d k5F K    
   334.2834    334.1873  -0.120 6.468e+07  22.00 Ti I        0.000000   2.0 s2 a3F         3.708955   3.0 (1G)sp x3G MFW  
   334.3108    334.2147  -1.330 3.988e+06  22.00 Ti I        0.000000   2.0 s2 a3F         3.708650   3.0 (3F)sp w3D NBS  
   334.3667    334.2706  -2.340 5.454e+05  22.00 Ti I        0.000000   2.0 s2 a3F         3.708031   2.0 (4F)4p x5D NBS  
   334.4317    334.3356  -1.879 8.755e+05  22.00 Ti I        1.996899   4.0 (3F)sp z5G     5.704208   4.0 s4F)6s h5F K    
   334.4460    334.3499  -2.048 1.068e+06  22.00 Ti I        1.968507   2.0 (3F)sp z5G     5.675659   2.0 s2F)4d 3F  K    
   334.5202    334.4240  -2.215 5.190e+05  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.579497   3.0 (4F)5p 3G  K    
   334.5251    334.4289  -4.758 1.487e+03  22.00 Ti I        2.317901   4.0 (3F)sp z5D     6.024176   3.0 s4F)5d k5F K    
   334.5575    334.4613  -2.039 4.952e+05  22.00 Ti I        2.016911   5.0 (3F)sp z5G     5.722827   5.0 s4F)6s h5F K    
   334.5578    334.4616  -4.485 2.167e+03  22.00 Ti I        0.021094   3.0 s2 a3F         3.727007   4.0 (4F)4p x5D K    
   334.5883    334.4921  -1.492 6.397e+06  22.00 Ti I        1.968507   2.0 (3F)sp z5G     5.674082   1.0 s4F)6s h5F K    
   334.6255    334.5293  -2.308 3.257e+05  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.584367   4.0 (4F)5p q3F K    
   334.7020    334.6058  -2.511 2.040e+05  22.00 Ti I        1.887088   5.0 (2G)4s a3G     5.591404   4.0 (4F)5p 3G  K    
   334.8141    334.7179  -4.686 1.752e+03  22.00 Ti I        1.502489   4.0 s2 a1G         5.205564   3.0 s4F)5p 5F  K    
   334.8729    334.7767  -2.056 7.469e+05  22.00 Ti I        1.980726   3.0 (3F)sp z5G     5.683150   3.0 s2F)4d 3F  K    
   334.9183    334.8220  -3.520 2.565e+04  22.00 Ti I        2.160283   2.0 2D2)4s a3D     5.862207   3.0 (2F)4p p3F K    
   334.9495    334.8532  -2.340 9.058e+05  22.00 Ti I        0.000000   2.0 s2 a3F         3.701580   1.0 (4F)4p x5D MFW  
   335.0200    334.9237  -3.149 8.434e+04  22.00 Ti I        1.066554   2.0 s2 a3P         4.767355   2.0 (2G)4p t3F K    
   335.0375    334.9412  -2.474 2.217e+05  22.00 Ti I        1.460138   4.0 (4F)4s b3F     5.160746   4.0 s2 4p s3F  K    
   335.0659    334.9696  -2.405 3.340e+05  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.579497   3.0 (4F)5p 3G  K    
   335.0776    334.9813  -4.852 7.594e+02  22.00 Ti I        1.502489   4.0 s2 a1G         5.202653   5.0 s4F)5p 5G  K    
   335.1509    335.0546  -1.351 5.293e+06  22.00 Ti I        1.980726   3.0 (3F)sp z5G     5.680080   2.0 s4F)6s h5F K    
   335.2898    335.1935  -2.406 2.588e+05  22.00 Ti I        1.996899   4.0 (3F)sp z5G     5.694720   4.0 s2F)4d 3F  K    
   335.3391    335.2427  -2.014 6.381e+05  22.00 Ti I        1.887088   5.0 (2G)4s a3G     5.584367   4.0 (4F)5p q3F K    
   335.3681    335.2717  -2.395 4.777e+05  22.00 Ti I        2.153547   1.0 2D2)4s a3D     5.850506   2.0 (2F)4p p3F K    
   335.3698    335.2734  -2.388 3.467e+05  22.00 Ti I        1.443153   3.0 (4F)4s b3F     5.140092   3.0 s2 4p s3F  K    
   335.3897    335.2933  -1.940 9.726e+05  22.00 Ti I        0.021094   3.0 s2 a3F         3.717815   3.0 (4F)4p x5D MFW  
   335.4032    335.3068  -3.117 6.470e+04  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.569739   3.0 (4F)5p q3F K    
   335.4794    335.3830  -1.160 5.857e+06  22.00 Ti I        1.460138   4.0 (4F)4s b3F     5.155871   3.0 (2G)4p v1F K    
   335.5031    335.4067  -2.483 3.897e+05  22.00 Ti I        1.429756   2.0 (4F)4s b3F     5.125227   2.0 s2 4p s3F  K    
   335.5519    335.4555  -3.391 4.815e+04  22.00 Ti I        1.980726   3.0 (3F)sp z5G     5.675659   2.0 s2F)4d 3F  K    
   335.5598    335.4634   0.020 6.892e+07  22.00 Ti I        0.021094   3.0 s2 a3F         3.715941   4.0 (1G)sp x3G MFW  
   335.5655    335.4691  -2.715 1.269e+05  22.00 Ti I        2.016911   5.0 (3F)sp z5G     5.711694   4.0 s2F)4d e1G K    
   335.7157    335.6192  -1.211 5.201e+06  22.00 Ti I        1.996899   4.0 (3F)sp z5G     5.690030   3.0 s4F)6s h5F K    
   335.8491    335.7526  -4.135 6.191e+03  22.00 Ti I        2.092248   2.0 (3F)sp z5F     5.783912   3.0 s2F)4d f1F K    
   335.9236    335.8271  -1.190 7.633e+06  22.00 Ti I        0.000000   2.0 s2 a3F         3.690845   2.0 (3F)sp w3D MFW  
   335.9444    335.8479   0.370 1.260e+08  22.00 Ti I        2.317901   4.0 (3F)sp z5D     6.008518   5.0 d2 4p2 j5F K    
   335.9518    335.8553  -2.191 5.438e+05  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.569739   3.0 (4F)5p q3F K    
   335.9802    335.8837  -3.712 2.294e+04  22.00 Ti I        2.160283   2.0 2D2)4s a3D     5.850506   2.0 (2F)4p p3F K    
   336.1955    336.0989  -1.230 4.964e+06  22.00 Ti I        0.021094   3.0 s2 a3F         3.708955   3.0 (1G)sp x3G NBS  
   336.2232    336.1266  -1.080 7.011e+06  22.00 Ti I        0.021094   3.0 s2 a3F         3.708650   3.0 (3F)sp w3D NBS  
   336.2468    336.1502  -1.078 5.477e+06  22.00 Ti I        2.016911   5.0 (3F)sp z5G     5.704208   4.0 s4F)6s h5F K    
   336.2797    336.1831  -1.460 4.090e+06  22.00 Ti I        0.021094   3.0 s2 a3F         3.708031   2.0 (4F)4p x5D NBS  
   336.3063    336.2097   0.097 8.192e+07  22.00 Ti I        2.305355   3.0 (3F)sp z5D     5.992001   4.0 d2 4p2 j5F K    
   336.3422    336.2456  -3.804 1.323e+04  22.00 Ti I        1.996899   4.0 (3F)sp z5G     5.683150   3.0 s2F)4d 3F  K    
   336.3998    336.3032  -2.039 1.078e+06  22.00 Ti I        1.873167   3.0 (2G)4s a3G     5.558787   2.0 (4F)5p q3F K    
   336.4005    336.3039  -3.557 1.486e+04  22.00 Ti I        1.996899   4.0 (3F)sp z5G     5.682511   5.0 s2F)4d f3H K    
   336.6846    336.5879  -4.419 3.203e+03  22.00 Ti I        2.395745   2.0 (3F)sp z3F     6.078247   3.0 d2 4p2 h5D K    
   336.7112    336.6145  -0.952 5.973e+06  22.00 Ti I        2.040615   6.0 (3F)sp z5G     5.722827   5.0 s4F)6s h5F K    
   336.7237    336.6270  -4.661 2.568e+03  22.00 Ti I        1.443153   3.0 (4F)4s b3F     5.125227   2.0 s2 4p s3F  K    
   336.7802    336.6835  -3.414 1.744e+04  22.00 Ti I        2.016911   5.0 (3F)sp z5G     5.698368   6.0 s2F)4d f3H K    
   336.8838    336.7870  -0.014 8.130e+07  22.00 Ti I        2.296815   2.0 (3F)sp z5D     5.977141   3.0 d2 4p2 j5F K    
   336.9179    336.8211  -4.010 8.203e+03  22.00 Ti I        1.460138   4.0 (4F)4s b3F     5.140092   3.0 s2 4p s3F  K    
   337.0015    336.9047  -3.121 4.939e+04  22.00 Ti I        0.047966   4.0 s2 a3F         3.727007   4.0 (4F)4p x5D K    
   337.1142    337.0174  -3.904 8.134e+03  22.00 Ti I        2.016911   5.0 (3F)sp z5G     5.694720   4.0 s2F)4d 3F  K    
   337.1402    337.0434  -0.410 7.610e+07  22.00 Ti I        0.000000   2.0 s2 a3F         3.677526   1.0 (3F)sp w3D MFW  
   337.2420    337.1452   0.130 7.192e+07  22.00 Ti I        0.047966   4.0 s2 a3F         3.724382   5.0 (1G)sp x3G MFW  
   337.3915    337.2946  -4.908 8.047e+02  22.00 Ti I        1.748876   3.0 (4P)4s a5P     5.423663   4.0 s4F)5p r3F K    
   337.3992    337.3023  -4.638 1.926e+03  22.00 Ti I        1.502489   4.0 s2 a1G         5.177193   3.0 s(4F)5p 5G K    
   337.4019    337.3050  -2.495 2.678e+05  22.00 Ti I        1.429756   2.0 (4F)4s b3F     5.104430   3.0 s4F)5p?u3G K    
   337.4411    337.3442  -3.309 5.751e+04  22.00 Ti I        2.334099   1.0 (2P)4s c3P     6.008346   2.0 s2F)5p 3F  K    
   337.4546    337.3577  -0.684 1.347e+07  22.00 Ti I        2.317901   4.0 (3F)sp z5D     5.992001   4.0 d2 4p2 j5F K    
   337.5566    337.4597  -0.192 7.524e+07  22.00 Ti I        2.291572   1.0 (3F)sp z5D     5.964561   2.0 d2 4p2 j5F K    
   337.6579    337.5609  -2.888 8.413e+04  22.00 Ti I        1.996899   4.0 (3F)sp z5G     5.668788   4.0 s2F)4d f3H K    
   337.6592    337.5622  -2.385 2.679e+05  22.00 Ti I        1.443153   3.0 (4F)4s b3F     5.115027   4.0 s4F)5p?u3G K    
   337.6674    337.5704  -0.346 3.767e+07  22.00 Ti I        2.305355   3.0 (3F)sp z5D     5.977141   3.0 d2 4p2 j5F K    
   337.8060    337.7090  -2.693 1.693e+05  22.00 Ti I        2.407969   3.0 (3F)sp z3F     6.078247   3.0 d2 4p2 h5D K    
   337.8456    337.7486  -0.400 3.323e+07  22.00 Ti I        0.047966   4.0 s2 a3F         3.717815   3.0 (4F)4p x5D NBS  
   337.8545    337.7575  -0.230 6.882e+07  22.00 Ti I        0.021094   3.0 s2 a3F         3.690845   2.0 (3F)sp w3D MFW  
   337.9286    337.8316  -2.873 1.565e+05  22.00 Ti I        2.395745   2.0 (3F)sp z3F     6.064691   2.0 d2 4p2 h5D K    
   338.0020    337.9050  -0.474 6.534e+07  22.00 Ti I        2.289086   0.0 (3F)sp z5D     5.957235   1.0 d2 4p2 j5F K    
   338.0181    337.9211  -1.020 6.194e+06  22.00 Ti I        0.047966   4.0 s2 a3F         3.715941   4.0 (1G)sp x3G MFW  
   338.0391    337.9421  -0.332 5.435e+07  22.00 Ti I        2.296815   2.0 (3F)sp z5D     5.964561   2.0 d2 4p2 j5F K    
   338.1218    338.0247  -4.538 2.415e+03  22.00 Ti I        2.117062   4.0 (3F)sp z5F     5.783912   3.0 s2F)4d f1F K    
   338.2313    338.1342  -0.475 6.510e+07  22.00 Ti I        2.291572   1.0 (3F)sp z5D     5.957235   1.0 d2 4p2 j5F K    
   338.2370    338.1399  -3.903 6.627e+03  22.00 Ti I        2.016911   5.0 (3F)sp z5G     5.682511   5.0 s2F)4d f3H K    
   338.2408    338.1437  -2.479 1.759e+05  22.00 Ti I        1.460138   4.0 (4F)4s b3F     5.125699   5.0 s4F)5p?u3G K    
   338.3280    338.2309  -0.340 3.805e+07  22.00 Ti I        1.066554   2.0 s2 a3P         4.731170   3.0 (3P)sp u3D NBS  
   338.4187    338.3216  -4.309 5.718e+03  22.00 Ti I        2.344714   2.0 (2P)4s c3P     6.008346   2.0 s2F)5p 3F  K    
   338.5657    338.4685  -2.541 5.581e+05  22.00 Ti I        2.395745   2.0 (3F)sp z3F     6.057787   1.0 d2 4p2 h5D K    
   338.6364    338.5392  -4.025 7.844e+03  22.00 Ti I        1.443153   3.0 (4F)4s b3F     5.104430   3.0 s4F)5p?u3G K    
   338.6632    338.5660  -1.200 5.242e+06  22.00 Ti I        0.047966   4.0 s2 a3F         3.708955   3.0 (1G)sp x3G MFW  
   338.6791    338.5819  -3.535 2.424e+04  22.00 Ti I        1.968507   2.0 (3F)sp z5G     5.629324   3.0 s2F)4d 3G  K    
   338.6913    338.5941  -0.220 5.005e+07  22.00 Ti I        0.047966   4.0 s2 a3F         3.708650   3.0 (3F)sp w3D MFW  
   338.7062    338.6090  -4.654 1.172e+03  22.00 Ti I        1.996899   4.0 (3F)sp z5G     5.657421   5.0 s2F)4d 3G  K    
   338.7157    338.6185  -1.309 9.513e+06  22.00 Ti I        2.296815   2.0 (3F)sp z5D     5.957235   1.0 d2 4p2 j5F K    
   338.7168    338.6196  -2.767 1.105e+05  22.00 Ti I        1.980726   3.0 (3F)sp z5G     5.641134   4.0 s4F)4d 3G  K    
   338.7910    338.6938  -3.342 3.777e+04  22.00 Ti I        2.395745   2.0 (3F)sp z3F     6.055352   3.0 d2 4p2 e3D K    
   338.8250    338.7278  -1.639 1.906e+06  22.00 Ti I        2.317901   4.0 (3F)sp z5D     5.977141   3.0 d2 4p2 j5F K    
   338.8281    338.7309  -1.304 5.770e+06  22.00 Ti I        2.305355   3.0 (3F)sp z5D     5.964561   2.0 d2 4p2 j5F K    
   338.9161    338.8188  -3.013 6.262e+04  22.00 Ti I        1.502489   4.0 s2 a1G         5.160746   4.0 s2 4p s3F  K    
   338.9628    338.8655  -3.092 3.613e+04  22.00 Ti I        2.040615   6.0 (3F)sp z5G     5.698368   6.0 s2F)4d f3H K    
   339.0583    338.9610  -2.022 1.103e+06  22.00 Ti I        2.407969   3.0 (3F)sp z3F     6.064691   2.0 d2 4p2 h5D K    
   339.1650    339.0677  -0.004 1.149e+08  22.00 Ti I        1.052926   1.0 s2 a3P         4.708497   2.0 (3P)sp u3D K    
   339.2284    339.1310  -3.261 3.531e+04  22.00 Ti I        1.460138   4.0 (4F)4s b3F     5.115027   4.0 s4F)5p?u3G K    
   339.3683    339.2709  -0.999 8.292e+06  22.00 Ti I        1.502489   4.0 s2 a1G         5.155871   3.0 (2G)4p v1F K    
   339.4155    339.3181  -2.816 9.827e+04  22.00 Ti I        2.426863   4.0 (3F)sp z3F     6.079737   4.0 d2 4p2 h5D K    
   339.5179    339.4205  -4.779 1.375e+03  22.00 Ti I        2.344714   2.0 (2P)4s c3P     5.996486   3.0 (2F)4p u1F K    
   339.5540    339.4566  -1.949 9.294e+05  22.00 Ti I        2.426863   4.0 (3F)sp z3F     6.078247   3.0 d2 4p2 h5D K    
   339.8133    339.7158  -3.091 6.692e+04  22.00 Ti I        1.980726   3.0 (3F)sp z5G     5.629324   3.0 s2F)4d 3G  K    
   339.8364    339.7389  -2.529 1.898e+05  22.00 Ti I        2.236329   4.0 (2H)4s a3H     5.884678   4.0 (2F)4p p3F K    
   339.8562    339.7587  -3.250 2.952e+04  22.00 Ti I        2.317901   4.0 (3F)sp z5D     5.966038   5.0 s4F)5d h5G K    
   339.8569    339.7594  -3.170 4.338e+04  22.00 Ti I        2.305355   3.0 (3F)sp z5D     5.953484   4.0 s4F)5d h5G K    
   339.8948    339.7973  -4.731 1.192e+03  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.526926   4.0 (4F)5p 5D  K    
   339.9265    339.8290  -2.155 5.771e+05  22.00 Ti I        2.407969   3.0 (3F)sp z3F     6.055352   3.0 d2 4p2 e3D K    
   339.9604    339.8629  -0.357 8.456e+07  22.00 Ti I        1.046007   0.0 s2 a3P         4.693025   1.0 (3P)sp u3D K    
   340.0010    339.9035  -3.296 4.169e+04  22.00 Ti I        2.296815   2.0 (3F)sp z5D     5.943397   3.0 s4F)5d h5G K    
   340.1133    340.0157  -1.296 9.722e+06  22.00 Ti I        2.395745   2.0 (3F)sp z3F     6.041124   1.0 d2 4p2 e3D K    
   340.1209    340.0233  -2.189 7.463e+05  22.00 Ti I        2.395745   2.0 (3F)sp z3F     6.041043   2.0 d2 4p2 e3D K    
   340.2148    340.1172  -2.062 7.137e+05  22.00 Ti I        1.460138   4.0 (4F)4s b3F     5.104430   3.0 s4F)5p?u3G K    
   340.2201    340.1225  -3.182 4.211e+04  22.00 Ti I        1.996899   4.0 (3F)sp z5G     5.641134   4.0 s4F)4d 3G  K    
   340.2783    340.1807  -3.634 2.676e+04  22.00 Ti I        2.291572   1.0 (3F)sp z5D     5.935183   2.0 s4F)5d h5G K    
   340.4343    340.3366  -0.537 3.343e+07  22.00 Ti I        1.066554   2.0 s2 a3P         4.708497   2.0 (3P)sp u3D K    
   340.4386    340.3409  -4.110 4.061e+03  22.00 Ti I        2.040615   6.0 (3F)sp z5G     5.682511   5.0 s2F)4d f3H K    
   340.5681    340.4704  -2.818 7.949e+04  22.00 Ti I        2.016911   5.0 (3F)sp z5G     5.657421   5.0 s2F)4d 3G  K    
   340.6066    340.5089  -0.515 5.855e+07  22.00 Ti I        1.052926   1.0 s2 a3P         4.693025   1.0 (3P)sp u3D K    
   340.6311    340.5334  -3.592 1.634e+04  22.00 Ti I        1.887088   5.0 (2G)4s a3G     5.526926   4.0 (4F)5p 5D  K    
   340.8404    340.7426  -3.282 4.285e+04  22.00 Ti I        1.502489   4.0 s2 a1G         5.140092   3.0 s2 4p s3F  K    
   341.0424    340.9446  -1.006 6.284e+06  22.00 Ti I        2.249230   5.0 (2H)4s a3H     5.884678   4.0 (2F)4p p3F K    
   341.0588    340.9610  -3.872 7.000e+03  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.514477   5.0 (4F)5p 5F  K    
   341.0687    340.9709  -3.613 1.553e+04  22.00 Ti I        2.305355   3.0 (3F)sp z5D     5.940523   4.0 s4F)5d g5H K    
   341.1043    341.0065  -4.073 6.922e+03  22.00 Ti I        1.879204   4.0 (2G)4s a3G     5.513992   3.0 (4F)5p 5D  K    
   341.1189    341.0211  -3.867 1.112e+04  22.00 Ti I        2.296815   2.0 (3F)sp z5D     5.931447   3.0 s4F)5d g5H K    
   341.1525    341.0547  -3.622 1.955e+04  22.00 Ti I        1.429756   2.0 (4F)4s b3F     5.064030   3.0 (4P)4p r3D K    
   341.1538    341.0560  -4.797 3.049e+03  22.00 Ti I        1.429756   2.0 (4F)4s b3F     5.064017   1.0 (2P)4p x3S K    
   341.2653    341.1674  -1.204 7.161e+06  22.00 Ti I        2.407969   3.0 (3F)sp z3F     6.041043   2.0 d2 4p2 e3D K    
